股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間
5011,久陽,13.3,64.84,44.97,55.07,0.2,0.22,-0.01,13.5,12.41,11.33,605,292,2.07,13.39,,0.2,1.5,2026-02-28 15:51:19
5013,強新,29.6,36.2,36.3,39.88,0.01,0.14,-0.12,31.81,30.33,28.85,28,16,1.74,39.49,17.83,0.8,2.7,2026-02-28 15:51:21
5014,建錩,11.0,22.27,17.9,37.21,0.0,0.09,-0.09,11.9,11.33,10.75,222,268,0.83,20.16,,0.3,2.73,2026-02-28 15:51:23
5015,華祺,27.9,17.16,22.11,44.64,-0.01,0.15,-0.16,29.97,28.74,27.51,34,48,0.7,16.92,30.33,2.3,8.24,2026-02-28 15:51:25
5016,松和,25.0,23.0,29.96,37.5,-0.01,0.01,-0.02,25.44,25.19,24.94,12,11,1.05,12.41,18.12,1.2,4.8,2026-02-28 15:51:28
5201,凱衛,39.8,21.19,21.19,23.16,-1.2,-1.02,-0.18,46.02,42.17,38.32,225,122,1.84,15.39,33.73,1.26,3.17,2026-02-28 15:51:30
5202,力新,15.05,40.55,24.48,27.87,-0.45,-0.42,-0.03,16.98,15.35,13.72,582,284,2.04,13.41,,0.5,3.32,2026-02-28 15:51:32
5203,訊連,70.6,10.34,12.87,15.98,-3.72,-2.94,-0.78,91.49,81.67,71.84,1946,705,2.76,55.9,19.56,3.9,5.52,2026-02-28 15:51:34
5205,中茂,27.6,60.87,43.95,26.21,-0.89,-0.85,-0.03,31.26,28.51,25.76,5,5,0.85,3.73,,,,2026-02-28 15:51:36
5206,坤悅,29.95,17.19,22.25,60.61,-0.35,-0.43,0.08,30.3,29.97,29.64,37,47,0.78,51.37,8.61,0.5,1.67,2026-02-28 15:51:38
5209,新鼎,168.5,39.59,32.45,36.73,-1.88,-1.17,-0.71,182.45,171.88,161.3,33,52,0.62,47.9,12.23,11.33,6.72,2026-02-28 15:51:40
5210,寶碩,21.75,64.38,57.47,53.19,-0.07,-0.2,0.13,22.22,21.42,20.62,152,169,0.9,17.87,25.89,,,2026-02-28 15:51:42
5211,蒙恬,23.55,12.7,12.6,26.56,-0.78,-0.58,-0.2,27.96,25.39,22.82,50,64,0.77,7.54,,,,2026-02-28 15:51:44
5212,凌網,51.8,53.98,50.25,39.13,-0.26,-0.23,-0.03,52.85,52.15,51.46,13,18,0.69,17.94,15.24,3.5,6.76,2026-02-28 15:51:46
5213,亞昕,24.6,74.85,59.8,46.43,-0.09,-0.09,0.0,25.24,24.47,23.7,237,398,0.6,177.1,7.01,1.24,5.04,2026-02-28 15:51:48
5215,科嘉-KY,40.0,89.52,79.17,67.82,0.74,0.55,0.19,39.96,38.26,36.56,109,114,0.95,25.74,17.47,2.5,6.25,2026-02-28 15:51:50
5220,萬達光電,19.65,57.98,53.2,59.29,0.44,0.32,0.12,19.91,18.64,17.36,113,128,0.88,7.74,,0.5,2.54,2026-02-28 15:51:52
5222,全訊,144.0,71.67,53.35,53.54,1.04,0.55,0.49,152.67,140.28,127.88,867,945,0.92,130.96,50.53,3.64,2.53,2026-02-28 15:51:54
5223,安力-KY,30.2,68.01,58.64,67.5,0.24,0.05,0.19,29.63,28.49,27.35,139,96,1.45,13.45,274.55,,,2026-02-28 15:51:56
5225,東科-KY,99.4,52.27,47.82,44.09,-0.88,-1.03,0.16,109.23,100.59,91.95,563,957,0.59,78.19,9.77,7.21,7.25,2026-02-28 15:51:58
5227,立凱-KY,24.65,14.71,17.15,31.43,-0.47,-0.26,-0.2,28.4,26.17,23.93,189,205,0.92,16.76,9.74,,,2026-02-28 15:52:00
5228,鈺鎧,24.4,73.25,54.17,47.76,0.11,0.15,-0.04,27.45,23.89,20.33,435,466,0.93,9.29,,,,2026-02-28 15:52:02
5230,雷笛克光學,17.5,55.81,46.34,31.25,-0.19,-0.14,-0.04,19.01,17.83,16.65,80,71,1.12,9.58,11.99,0.51,2.91,2026-02-28 15:52:04
5234,達興材料,424.5,85.34,82.79,78.73,21.32,10.8,10.52,441.12,362.43,283.73,3858,2566,1.5,436.03,60.21,5.0,1.18,2026-02-28 15:52:06
5236,凌陽創新,128.5,81.98,69.69,56.6,2.0,1.44,0.57,129.15,123.1,117.05,141,179,0.78,77.11,15.26,7.73,6.02,2026-02-28 15:52:08
5240,5240,18.2,67.44,75.02,59.72,-0.28,-0.41,0.13,19.22,18.35,17.49,37,13,2.86,4.84,,0.4,2.2,2026-02-28 15:52:10
5243,乙盛-KY,85.5,62.93,53.38,47.85,0.79,0.73,0.05,89.91,84.88,79.86,1974,2182,0.9,144.09,19.7,1.5,1.75,2026-02-28 15:52:11
5244,弘凱,38.7,50.29,41.27,40.74,-0.27,-0.43,0.16,40.21,38.42,36.63,201,247,0.81,26.41,29.77,1.5,3.88,2026-02-28 15:52:13
5245,智晶,30.6,36.18,27.41,63.01,0.86,1.0,-0.14,33.72,28.42,23.12,1312,454,2.89,13.25,,,,2026-02-28 15:52:15
5246,5246,63.9,64.77,58.6,63.01,5.08,4.07,1.01,66.51,50.23,33.96,1503,1160,1.29,25.58,,,,2026-02-28 15:52:18
5248,5248,23.1,77.18,67.47,56.82,-0.02,-0.13,0.12,23.22,22.3,21.38,7,12,0.6,5.66,28.88,1.1,4.76,2026-02-28 15:52:20
5251,天鉞電,32.3,42.85,36.17,28.57,-0.79,-0.8,0.01,35.7,33.4,31.1,152,125,1.22,10.9,323.0,,,2026-02-28 15:52:22
5254,5254,33.4,90.52,93.51,74.17,0.77,0.53,0.24,34.12,31.68,29.24,14,4,2.92,7.55,14.91,2.0,5.99,2026-02-28 15:52:24
5258,虹堡,52.4,20.44,17.75,21.83,-3.17,-3.03,-0.15,63.81,56.66,49.52,336,556,0.6,57.42,15.98,2.52,4.81,2026-02-28 15:52:26
5262,5262,41.4,39.19,44.2,52.2,0.54,0.82,-0.28,42.53,41.08,39.62,201,131,1.53,21.22,60.0,2.67,6.45,2026-02-28 15:52:28
5263,智崴,99.4,13.88,14.79,34.48,-2.57,-1.57,-1.0,119.66,105.92,92.18,357,297,1.2,70.43,26.44,0.94,0.95,2026-02-28 15:52:30
5267,5267,27.9,85.62,81.56,47.93,-0.28,-0.39,0.11,28.51,27.81,27.1,78,17,4.43,7.0,38.22,3.01,10.79,2026-02-28 15:52:32
5269,祥碩,1315.0,58.25,44.78,44.92,1.64,3.2,-1.56,1407.04,1293.0,1178.96,1224,1133,1.08,983.32,20.24,30.0,2.28,2026-02-28 15:52:34
5271,5271,8.73,52.48,63.16,36.75,-0.07,-0.05,-0.02,9.69,9.09,8.48,226,168,1.34,5.54,,,,2026-02-28 15:52:36
5272,笙科,20.9,42.32,35.57,42.75,0.01,0.05,-0.04,22.15,20.87,19.58,100,262,0.38,11.55,,,,2026-02-28 15:52:38
5274,信驊,9730.0,75.23,74.78,61.21,464.67,480.02,-15.35,10128.8,9229.0,8329.2,628,355,1.77,3678.2,100.0,52.0,0.53,2026-02-28 15:52:40
5276,達輝-KY,15.85,45.95,46.6,55.56,0.08,0.1,-0.02,16.3,15.78,15.26,4,9,0.43,6.26,15.54,0.6,3.79,2026-02-28 15:52:42
5278,尚凡*,28.8,38.0,26.35,36.97,-0.57,-0.5,-0.07,32.42,29.49,26.56,252,341,0.74,86.4,30.32,0.71,2.47,2026-02-28 15:52:44
5283,禾聯碩,60.0,36.71,33.81,39.39,-0.17,-0.2,0.03,61.47,60.19,58.91,106,100,1.06,52.56,11.86,0.5,0.83,2026-02-28 15:52:46
5284,jpp-KY,268.5,55.66,42.15,43.7,-3.4,-4.63,1.23,280.5,265.65,250.8,656,565,1.16,141.22,25.07,1.48,0.55,2026-02-28 15:52:47
5285,界霖,50.6,18.85,21.05,19.35,-0.31,0.14,-0.45,57.12,53.28,49.44,390,223,1.75,51.63,27.5,2.0,3.95,2026-02-28 15:52:49
5287,數字,163.0,33.86,39.17,37.5,-1.21,-1.08,-0.14,168.65,165.8,162.95,77,135,0.57,98.31,12.53,10.3,6.32,2026-02-28 15:52:51
5288,豐祥-KY,146.0,57.17,56.42,51.61,0.41,0.33,0.08,155.07,145.35,135.63,76,125,0.61,101.83,9.98,8.51,5.83,2026-02-28 15:52:53
5289,宜鼎,779.0,63.42,56.98,50.31,34.03,39.8,-5.77,815.56,766.2,716.84,3234,3728,0.87,742.74,51.28,9.38,1.2,2026-02-28 15:52:55
5291,邑昇,53.4,86.92,69.58,68.36,3.12,1.87,1.25,48.98,39.33,29.68,2171,3624,0.6,21.3,178.0,,,2026-02-28 15:52:57
5292,華懋,180.5,39.58,36.58,32.11,-0.26,2.51,-2.77,220.9,193.9,166.9,199,172,1.16,76.0,18.63,4.09,2.27,2026-02-28 15:52:59
5297,5297,28.2,26.67,28.26,28.49,0.22,0.31,-0.09,31.15,28.32,25.5,173,212,0.82,10.48,82.94,0.9,3.19,2026-02-28 15:53:01
5299,杰力,78.4,71.76,59.84,54.65,0.96,0.62,0.34,80.42,75.73,71.03,228,183,1.24,39.9,17.23,3.66,4.67,2026-02-28 15:53:03
5301,寶得利,10.95,43.43,57.9,58.9,0.1,0.13,-0.03,12.41,11.16,9.9,24,10,2.25,7.21,,,,2026-02-28 15:53:05
5302,太欣,12.6,70.53,57.58,56.36,0.33,0.31,0.02,13.35,11.93,10.5,1615,1459,1.11,20.15,,,,2026-02-28 15:53:07
5306,桂盟,93.2,59.82,57.31,51.52,0.6,0.58,0.02,95.93,92.89,89.86,142,162,0.88,117.43,12.63,4.14,4.44,2026-02-28 15:53:09
5309,系統電,70.3,62.41,57.15,53.45,0.5,0.19,0.31,71.34,66.86,62.38,24353,10956,2.22,142.63,319.55,0.7,1.0,2026-02-28 15:53:11
5310,天剛,27.25,79.61,63.18,59.4,-0.17,-0.59,0.42,27.39,25.48,23.56,3,25,0.14,7.89,46.98,,,2026-02-28 15:53:13
5312,寶島科,99.8,50.29,45.81,53.09,-0.33,-0.41,0.08,100.38,98.69,97.0,86,53,1.6,59.94,14.4,7.5,7.52,2026-02-28 15:53:15
5314,世紀*,90.8,50.58,42.37,33.33,-1.94,-2.07,0.13,102.57,93.56,84.56,5809,6203,0.94,265.14,29.2,0.27,0.3,2026-02-28 15:53:17
5315,光聯,24.6,23.61,28.62,42.25,0.09,0.15,-0.06,25.52,24.92,24.31,412,651,0.63,26.16,13.02,1.5,6.1,2026-02-28 15:53:19
5321,美而快,26.35,9.79,10.16,8.39,-1.85,-1.73,-0.12,33.18,29.42,25.66,1176,331,3.55,14.01,41.17,0.25,0.95,2026-02-28 15:53:21
5324,士開,10.2,10.95,18.45,16.22,-0.1,0.01,-0.11,11.65,10.88,10.1,153,264,0.58,23.09,37.78,,,2026-02-28 15:53:23
5328,華容,29.25,68.49,53.91,52.01,0.75,0.63,0.12,32.1,27.35,22.6,9254,15533,0.6,50.52,62.23,0.6,2.05,2026-02-28 15:53:25
5340,建榮,110.0,45.28,41.23,59.08,6.94,7.27,-0.32,114.17,101.46,88.75,2039,6961,0.29,214.38,92.44,0.2,0.18,2026-02-28 15:53:27
5344,立衛,14.65,42.41,35.25,46.15,-0.11,-0.14,0.03,15.38,14.59,13.8,11,21,0.52,11.64,,,,2026-02-28 15:53:30
5345,馥鴻,23.35,63.12,53.39,44.23,-0.3,-0.3,-0.0,24.47,23.43,22.39,6,16,0.36,8.83,,,,2026-02-28 15:53:32
5347,世界,133.5,64.86,49.78,32.12,2.59,3.94,-1.34,162.79,136.57,110.36,16072,28479,0.56,2569.08,31.64,4.5,3.37,2026-02-28 15:53:34
5348,正能量智能,16.95,49.36,59.2,48.89,0.0,0.01,-0.01,17.73,17.04,16.36,10,6,1.62,2.5,,,,2026-02-28 15:53:36
5351,鈺創,58.8,63.46,52.18,44.79,0.48,0.77,-0.29,63.74,58.24,52.74,7051,9082,0.78,191.45,,,,2026-02-28 15:53:38
5353,台林,25.4,47.29,32.97,25.61,-0.35,-0.27,-0.07,28.27,26.05,23.83,99,66,1.48,19.18,18.14,1.3,5.12,2026-02-28 15:53:41
5355,佳總,7.48,75.76,72.21,57.69,0.15,0.13,0.02,7.64,7.28,6.93,85,123,0.69,12.43,,,,2026-02-28 15:53:43
5356,協益,25.45,21.47,17.3,27.16,-0.18,-0.04,-0.14,28.16,26.11,24.05,86,124,0.7,26.22,48.94,2.3,9.04,2026-02-28 15:53:45
5364,力麗店,13.1,32.88,27.23,26.19,-0.38,-0.42,0.04,14.67,13.39,12.11,67,146,0.46,8.36,,,,2026-02-28 15:53:47
5381,合正,89.6,74.31,53.79,42.31,-0.91,-1.07,0.15,103.61,90.12,76.64,4944,7092,0.7,,,,,2026-02-28 15:53:49
5386,青雲,214.0,98.93,97.01,96.13,29.83,18.87,10.96,212.71,124.56,36.42,1051,1160,0.91,77.21,46.32,0.59,0.28,2026-02-28 15:53:52
5388,中磊,83.1,42.43,37.81,50.32,0.49,0.63,-0.14,85.64,83.35,81.06,3695,3042,1.21,248.75,17.57,4.6,5.54,2026-02-28 15:53:53
5392,能率,45.0,58.4,45.71,30.84,-0.85,-0.79,-0.06,52.87,46.5,40.13,1330,1675,0.79,78.99,,0.2,0.44,2026-02-28 15:53:55
5398,慕康生醫,23.1,70.58,59.64,58.62,-0.31,-0.69,0.38,23.6,21.68,19.76,496,259,1.91,11.43,82.5,,,2026-02-28 15:53:57
5403,中菲,110.0,42.13,40.54,37.5,-1.25,-1.22,-0.03,114.5,111.35,108.2,148,156,0.95,86.0,12.93,6.5,5.91,2026-02-28 15:53:59
5410,國眾,30.35,62.91,49.74,51.22,-0.11,-0.14,0.03,30.74,30.17,29.6,212,238,0.89,27.94,13.49,1.5,4.94,2026-02-28 15:54:02
5425,台半,62.0,55.76,40.04,34.44,0.02,0.5,-0.48,70.88,63.61,56.33,2075,2627,0.79,151.61,33.51,2.02,3.26,2026-02-28 15:54:04
5426,振發,20.95,72.79,63.29,56.86,0.23,0.08,0.15,21.6,20.13,18.67,333,799,0.42,30.13,29.1,0.5,2.39,2026-02-28 15:54:06
5432,新門,151.0,34.05,28.03,17.28,-5.24,-3.79,-1.46,188.12,162.62,137.13,117,88,1.32,31.24,105.59,1.0,0.66,2026-02-28 15:54:08
5434,崇越,348.5,82.38,71.67,58.38,7.23,5.7,1.54,347.59,329.98,312.36,860,899,0.96,666.83,17.51,11.99,3.44,2026-02-28 15:54:09
5438,東友,22.0,63.13,52.08,44.25,-0.18,-0.18,-0.01,23.74,22.13,20.53,252,239,1.05,24.76,18.8,0.65,2.95,2026-02-28 15:54:11
5439,高技,292.0,27.37,39.75,40.98,-3.6,-3.27,-0.32,319.76,301.52,283.29,1543,4575,0.34,271.49,27.94,2.2,0.75,2026-02-28 15:54:13
5443,均豪,91.8,54.7,39.2,46.26,-1.05,-1.1,0.05,96.46,89.51,82.56,4268,1775,2.4,148.07,43.3,2.0,2.18,2026-02-28 15:54:16
5450,南良,14.15,19.74,19.46,20.75,-0.01,0.06,-0.08,15.64,14.57,13.5,108,89,1.21,17.32,50.54,0.5,3.53,2026-02-28 15:54:17
5452,佶優,31.6,56.77,41.13,48.94,0.33,0.48,-0.16,34.34,30.98,27.63,2241,1533,1.46,46.6,63.2,0.25,0.79,2026-02-28 15:54:19
5455,昇益,27.15,50.26,56.57,27.27,-0.32,-0.21,-0.11,29.41,28.28,27.15,4,6,0.73,17.78,3.92,,,2026-02-28 15:54:21
5457,宣德,36.7,47.11,41.74,40.29,-0.76,-0.86,0.1,39.52,37.22,34.91,490,479,1.02,65.1,18.72,1.28,3.49,2026-02-28 15:54:24
5460,同協,15.5,32.86,30.1,42.86,-0.01,0.01,-0.02,16.1,15.67,15.24,83,120,0.69,9.11,,,,2026-02-28 15:54:26
5464,霖宏,27.65,76.76,71.26,82.19,0.41,0.18,0.23,27.61,26.06,24.5,108,146,0.74,19.65,,1.0,3.62,2026-02-28 15:54:28
5465,富驊,29.65,48.76,45.33,43.48,-0.02,0.01,-0.03,30.72,29.88,29.03,155,189,0.82,43.79,15.94,1.8,6.07,2026-02-28 15:54:30
5468,凱鈺,17.5,30.1,21.61,32.05,-0.49,-0.43,-0.06,19.86,18.24,16.63,71,90,0.79,10.31,,,,2026-02-28 15:54:32
5469,瀚宇博,93.7,32.97,34.0,40.35,-0.6,-0.03,-0.57,107.12,98.95,90.79,13042,9387,1.39,450.99,14.39,2.52,2.69,2026-02-28 15:54:33
5471,松翰,43.95,82.43,70.47,61.8,2.05,1.38,0.66,43.37,38.01,32.64,2323,2210,1.05,73.78,61.9,1.0,2.28,2026-02-28 15:54:35
5474,聰泰,151.5,40.86,30.62,31.43,-2.79,-2.63,-0.16,165.48,154.38,143.27,109,116,0.93,60.23,24.09,4.0,2.64,2026-02-28 15:54:37
5475,德宏,212.5,96.04,93.0,93.36,27.51,18.54,8.98,212.14,137.05,61.96,1480,5074,0.29,270.14,,,,2026-02-28 15:54:39
5478,智冠,102.5,33.54,28.75,48.39,0.46,0.74,-0.28,105.63,103.1,100.57,185,143,1.29,153.57,14.18,7.5,7.32,2026-02-28 15:54:41
5481,新華,22.0,45.08,48.94,41.57,-0.17,-0.09,-0.09,23.25,22.44,21.64,215,186,1.15,14.61,,,,2026-02-28 15:54:43
5483,中美晶,118.0,56.69,50.78,43.37,0.71,1.29,-0.59,126.95,118.75,110.55,4337,6458,0.67,724.72,25.65,4.5,3.81,2026-02-28 15:54:45
5484,慧友,39.3,43.07,31.1,25.0,-0.4,-0.17,-0.23,45.56,40.45,35.34,208,227,0.92,26.25,56.96,,,2026-02-28 15:54:47
5487,通泰,28.8,44.56,36.48,46.24,-0.18,-0.29,0.11,29.8,28.63,27.46,46,45,1.01,6.98,,,,2026-02-28 15:54:49
5488,松普,10.2,64.29,52.28,50.0,0.06,0.04,0.02,10.44,10.0,9.57,195,273,0.71,9.34,,,,2026-02-28 15:54:50
5489,彩富,40.8,19.68,21.92,29.52,-0.08,0.14,-0.22,43.48,41.79,40.1,71,37,1.88,40.2,18.38,1.82,4.46,2026-02-28 15:54:52
5490,同亨,25.7,51.54,43.05,41.89,-0.33,-0.39,0.06,27.2,25.89,24.59,187,175,1.06,23.94,17.48,0.35,1.36,2026-02-28 15:54:54
5493,三聯,91.3,70.46,67.08,54.2,0.25,-0.75,1.0,94.9,87.28,79.66,255,516,0.49,39.89,21.23,2.6,2.85,2026-02-28 15:54:57
5498,凱崴,64.0,65.24,47.79,48.48,1.86,2.16,-0.31,70.02,61.09,52.16,10464,14111,0.74,123.7,,0.15,0.23,2026-02-28 15:54:59
5508,永信建,54.6,17.19,24.95,26.19,-2.05,-1.85,-0.2,62.96,59.0,55.05,2783,1242,2.24,118.72,14.84,14.5,26.56,2026-02-28 15:55:01
5511,德昌,66.9,38.58,40.18,44.44,-0.03,0.11,-0.14,69.38,67.7,66.02,158,188,0.84,75.89,8.18,3.8,5.68,2026-02-28 15:55:03
5512,力麒,8.04,57.58,44.44,52.17,0.0,-0.01,0.01,8.08,7.92,7.76,1404,898,1.56,61.09,73.09,0.18,2.24,2026-02-28 15:55:05
5514,三豐,15.85,43.7,40.31,45.45,-0.12,-0.14,0.02,16.16,15.88,15.59,7,57,0.12,35.92,40.64,,,2026-02-28 15:55:07
5515,建國,33.1,71.9,64.91,61.36,-0.32,-0.49,0.17,34.25,32.81,31.38,369,404,0.91,66.73,8.66,2.15,6.5,2026-02-28 15:55:09
5516,雙喜,14.1,29.76,41.98,44.79,-0.03,0.06,-0.08,15.58,14.64,13.7,99,45,2.17,7.27,,0.2,1.42,2026-02-28 15:55:11
5519,隆大,32.35,82.54,67.26,65.38,-0.12,-0.34,0.23,32.44,31.15,29.85,543,500,1.09,70.91,5.15,3.0,9.27,2026-02-28 15:55:13
5520,力泰,88.8,56.97,48.32,50.0,-0.28,-0.41,0.13,89.48,88.5,87.51,18,9,1.91,53.26,8.88,5.5,6.19,2026-02-28 15:55:15
5521,工信,26.1,78.37,58.83,73.91,0.28,-0.09,0.38,25.4,22.16,18.92,25288,13445,1.88,128.49,68.68,,,2026-02-28 15:55:16
5522,遠雄,67.8,58.89,52.44,58.49,-0.47,-0.71,0.24,68.66,66.92,65.17,678,881,0.77,529.92,25.88,3.1,4.57,2026-02-28 15:55:18
5523,豐謙,30.55,80.86,79.44,85.71,0.07,0.07,0.01,30.7,30.41,30.11,28,32,0.87,47.35,,0.5,1.64,2026-02-28 15:55:20
5525,順天,26.4,74.88,69.97,67.44,-0.2,-0.38,0.18,26.62,25.87,25.11,63,101,0.62,81.31,44.75,0.75,2.84,2026-02-28 15:55:22
5529,鉅陞,27.1,53.47,48.88,38.75,-0.08,-0.06,-0.02,28.55,27.55,26.54,30,60,0.5,27.6,,,,2026-02-28 15:55:24
5530,龍巖,52.8,61.74,55.99,47.58,0.61,0.51,0.09,56.13,52.19,48.25,407,591,0.69,221.8,15.17,,,2026-02-28 15:55:26
5531,鄉林,9.0,68.17,68.31,46.15,-0.01,-0.01,0.01,9.07,9.0,8.94,270,375,0.72,87.98,36.0,,,2026-02-28 15:55:28
5533,皇鼎,14.55,82.78,68.81,64.29,0.02,-0.01,0.04,14.49,14.28,14.06,115,125,0.92,41.5,19.4,1.0,6.87,2026-02-28 15:55:29
5534,長虹,75.5,20.78,30.35,46.5,-1.24,-1.22,-0.02,80.47,77.52,74.57,1846,998,1.85,222.53,10.41,5.42,7.18,2026-02-28 15:55:31
5536,聖暉*,723.0,79.9,63.3,63.71,-12.91,-24.23,11.33,713.58,656.85,600.12,3516,1858,1.89,897.11,27.55,5.5,0.76,2026-02-28 15:55:33
5538,東明-KY,33.4,81.94,63.07,61.48,0.29,0.09,0.2,33.63,31.74,29.86,67,61,1.09,67.2,12.32,1.5,4.49,2026-02-28 15:55:35
5543,桓鼎-KY,26.45,24.98,32.52,29.93,-0.96,-0.56,-0.4,32.51,29.34,26.17,29,60,0.48,12.03,3.83,0.09,0.34,2026-02-28 15:55:37
5546,永固-KY,21.75,33.14,42.15,44.44,-0.13,-0.06,-0.07,23.14,22.38,21.62,43,50,0.85,17.91,,2.0,9.2,2026-02-28 15:55:39
5547,久舜,22.2,14.46,15.6,4.26,-1.1,-0.85,-0.25,28.62,24.47,20.31,81,227,0.36,10.05,8.35,0.72,3.24,2026-02-28 15:55:41
5548,安倉,23.3,37.89,49.33,63.33,-0.0,-0.03,0.03,23.73,23.27,22.81,44,43,1.02,13.48,11.2,1.4,6.01,2026-02-28 15:55:43
5601,台聯櫃,36.85,88.78,89.2,51.72,0.07,0.07,-0.0,37.1,36.83,36.56,33,23,1.43,23.88,94.49,0.35,0.95,2026-02-28 15:55:45
5603,陸海,17.5,16.39,17.83,27.27,-0.29,-0.3,0.01,18.55,17.82,17.09,124,92,1.36,18.35,,1.0,5.71,2026-02-28 15:55:47
5604,中連,36.05,39.97,51.51,53.74,0.2,0.34,-0.14,38.15,36.48,34.81,22,131,0.17,39.22,42.92,2.0,5.55,2026-02-28 15:55:49
5607,遠雄港,55.7,90.39,80.92,78.97,1.24,0.32,0.92,53.95,48.6,43.25,2288,1655,1.38,206.4,21.67,1.1,1.97,2026-02-28 15:55:51
5608,四維航,17.6,39.34,36.77,40.0,-0.05,-0.03,-0.02,18.1,17.73,17.36,2866,2494,1.15,68.51,1.59,,,2026-02-28 15:55:53
5609,中菲行,78.5,54.8,44.06,38.89,-0.38,-0.38,0.0,80.23,78.75,77.28,135,145,0.93,110.48,10.17,5.2,6.62,2026-02-28 15:55:55
5701,劍湖山,3.9,39.22,36.32,41.94,-0.03,-0.03,-0.0,4.1,3.95,3.8,63,95,0.66,5.58,,,,2026-02-28 15:55:57
5703,亞都,14.5,42.81,51.27,40.54,-0.09,-0.06,-0.04,15.22,14.8,14.38,3,7,0.4,10.18,36.25,,,2026-02-28 15:55:59
5704,老爺知,22.1,7.19,9.29,16.48,-0.97,-0.97,-0.01,26.13,23.28,20.43,45,64,0.7,13.01,8.88,,,2026-02-28 15:56:02
5706,鳳凰,50.0,19.14,28.68,49.23,0.06,0.14,-0.08,52.13,50.62,49.11,252,405,0.62,42.46,14.93,2.75,5.5,2026-02-28 15:56:03
5859,5859,15.9,60.53,62.52,50.0,0.02,0.04,-0.01,16.06,15.87,15.67,181,128,1.41,230.59,23.73,0.37,2.33,2026-02-28 15:56:05
5863,5863,12.1,64.72,51.34,58.33,0.02,-0.02,0.03,11.98,11.68,11.37,47,32,1.49,38.74,11.75,0.4,3.31,2026-02-28 15:56:08
5864,致和證,27.45,81.29,66.78,75.17,1.83,1.68,0.15,26.56,23.34,20.12,9617,8731,1.1,124.76,40.37,0.4,1.46,2026-02-28 15:56:10
5871,中租-KY,104.0,40.34,56.21,46.67,0.25,0.26,-0.01,108.14,105.35,102.56,8510,8313,1.02,1779.88,9.58,6.1,5.87,2026-02-28 15:56:12
5876,上海商銀,40.15,63.81,70.61,57.14,0.12,0.04,0.08,40.75,39.85,38.95,17742,11522,1.54,1947.36,12.71,1.8,4.48,2026-02-28 15:56:13
5878,台名,41.55,55.39,53.44,48.48,0.03,0.06,-0.03,41.84,41.57,41.3,1,4,0.22,10.4,15.45,2.3,5.54,2026-02-28 15:56:16
5880,合庫金,24.0,65.32,68.19,57.14,0.0,-0.06,0.06,24.18,23.77,23.35,34774,28042,1.24,3763.42,19.35,0.7,2.92,2026-02-28 15:56:17
5906,台南-KY,52.0,74.81,68.52,46.48,0.19,0.06,0.13,53.14,51.5,49.86,9,7,1.21,18.59,45.22,0.8,1.54,2026-02-28 15:56:18
5907,大洋-KY,5.94,45.96,40.61,33.98,0.05,0.06,-0.01,6.19,5.94,5.7,172,205,0.84,11.4,,,,2026-02-28 15:56:20
6005,群益證,32.1,79.66,61.49,64.81,1.09,0.9,0.18,31.67,29.36,27.05,9639,12011,0.8,696.86,13.72,1.5,4.67,2026-02-28 15:56:21
6015,宏遠證,15.25,79.79,63.37,66.04,0.55,0.46,0.08,14.77,13.49,12.21,9453,6104,1.55,59.72,76.25,0.5,3.28,2026-02-28 15:56:23
6016,康和證,18.05,79.34,61.94,66.67,0.63,0.57,0.06,17.58,16.44,15.3,14929,13226,1.13,123.93,13.27,0.23,1.27,2026-02-28 15:56:25
6020,大展證,19.45,74.52,55.12,50.0,0.03,0.03,0.0,19.57,19.24,18.9,7,9,0.74,49.08,84.57,0.51,2.62,2026-02-28 15:56:28
6021,美好證,35.3,79.59,66.6,72.78,1.33,1.15,0.18,33.88,31.39,28.91,457,368,1.24,110.32,12.79,2.44,6.91,2026-02-28 15:56:30
6023,元大期,94.8,52.97,61.31,47.37,-0.08,-0.09,0.01,95.55,94.85,94.15,171,105,1.63,303.34,11.46,4.8,5.06,2026-02-28 15:56:32
6024,群益期,53.1,67.58,58.1,58.73,0.34,0.19,0.15,53.28,51.81,50.34,587,463,1.27,132.72,10.54,2.83,5.33,2026-02-28 15:56:33
6026,福邦證,14.8,45.5,33.68,46.15,0.13,0.22,-0.09,15.46,14.62,13.77,3078,2123,1.45,58.63,18.73,1.1,7.43,2026-02-28 15:56:35
6027,6027,10.05,55.57,53.03,68.36,0.17,0.16,0.01,10.06,9.65,9.24,146,51,2.83,15.65,,,,2026-02-28 15:56:37
6028,6028,111.5,81.84,82.12,82.61,1.16,0.0,1.16,112.87,104.67,96.48,82,22,3.62,24.53,14.58,7.27,6.52,2026-02-28 15:56:40
6035,6035,54.2,57.51,47.48,47.97,-0.92,-1.12,0.2,57.3,54.56,51.82,11,7,1.53,38.46,17.83,2.95,5.44,2026-02-28 15:56:42
6101,寬魚國際,38.4,25.97,26.71,28.0,0.18,0.35,-0.16,40.45,38.95,37.45,58,61,0.94,44.01,,,,2026-02-28 15:56:44
