股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,BB上軌,BB下軌,成交量張,量比,市值億,本益比,每股配息,殖利率,更新時間
5701,劍湖山,3.9,,,,,,,,,,,,,,2026-02-25
5703,亞都,14.5,,,,,,,,,,,,,,2026-02-25
5704,老爺知,22.1,,,,,,,,,,,,,,2026-02-25
5864,致和證,27.45,,,,,,,,,,,,,,2026-02-25
5878,台名,41.55,,,,,,,,,,,,,,2026-02-25
6015,宏遠證,15.25,,,,,,,,,,,,,,2026-02-25
6016,康和證,18.05,,,,,,,,,,,,,,2026-02-25
6020,大展證,19.45,,,,,,,,,,,,,,2026-02-25
6021,美好證,35.3,,,,,,,,,,,,,,2026-02-25
6023,元大期,94.8,,,,,,,,,,,,,,2026-02-25
6026,福邦證,14.8,,,,,,,,,,,,,,2026-02-25
6101,寬魚國際,38.4,,,,,,,,,,,,,,2026-02-25
6104,創惟,101.5,,,,,,,,,,,,,,2026-02-25
6109,亞元,12.4,,,,,,,,,,,,,,2026-02-25
6111,大宇資,44.8,,,,,,,,,,,,,,2026-02-25
6113,亞矽,22.1,,,,,,,,,,,,,,2026-02-25
6114,久威,31.9,,,,,,,,,,,,,,2026-02-25
6118,建達,19.3,,,,,,,,,,,,,,2026-02-25
6121,新普,333.0,,,,,,,,,,,,,,2026-02-25
6122,擎邦,52.8,,,,,,,,,,,,,,2026-02-25
6123,上奇,44.0,,,,,,,,,,,,,,2026-02-25
6124,業強,31.4,,,,,,,,,,,,,,2026-02-25
6125,廣運,64.2,,,,,,,,,,,,,,2026-02-25
6126,信音,38.3,,,,,,,,,,,,,,2026-02-25
6127,九豪,39.95,,,,,,,,,,,,,,2026-02-25
6129,普誠,15.85,,,,,,,,,,,,,,2026-02-25
6130,上亞科技,38.3,,,,,,,,,,,,,,2026-02-25
6134,萬旭,32.5,,,,,,,,,,,,,,2026-02-25
6138,茂達,237.5,,,,,,,,,,,,,,2026-02-25
6140,訊達,23.2,,,,,,,,,,,,,,2026-02-25
6143,振曜,106.5,,,,,,,,,,,,,,2026-02-25
6144,得利影,17.65,,,,,,,,,,,,,,2026-02-25
6146,耕興,193.5,,,,,,,,,,,,,,2026-02-25
6147,頎邦,56.5,,,,,,,,,,,,,,2026-02-25
6148,驊宏資,35.1,,,,,,,,,,,,,,2026-02-25
6150,撼訊,59.8,,,,,,,,,,,,,,2026-02-25
6151,晉倫,30.7,,,,,,,,,,,,,,2026-02-25
6154,順發,13.4,,,,,,,,,,,,,,2026-02-25
6156,松上,21.65,,,,,,,,,,,,,,2026-02-25
6158,禾昌,20.6,,,,,,,,,,,,,,2026-02-25
6160,欣技,17.05,,,,,,,,,,,,,,2026-02-25
6161,捷波,44.2,,,,,,,,,,,,,,2026-02-25
6163,華電網,54.3,,,,,,,,,,,,,,2026-02-25
6167,久正,12.65,,,,,,,,,,,,,,2026-02-25
6169,昱泉,17.4,,,,,,,,,,,,,,2026-02-25
6170,統振,48.9,,,,,,,,,,,,,,2026-02-25
6171,大城地產,28.0,,,,,,,,,,,,,,2026-02-25
6173,信昌電,73.9,,,,,,,,,,,,,,2026-02-25
6174,安碁,22.7,,,,,,,,,,,,,,2026-02-25
6175,立敦,48.1,,,,,,,,,,,,,,2026-02-25
6179,亞通,25.15,,,,,,,,,,,,,,2026-02-25
6180,橘子,52.9,,,,,,,,,,,,,,2026-02-25
6182,合晶,36.25,,,,,,,,,,,,,,2026-02-25
6185,幃翔,14.9,,,,,,,,,,,,,,2026-02-25
6186,新潤,44.25,,,,,,,,,,,,,,2026-02-25
6187,萬潤,547.0,,,,,,,,,,,,,,2026-02-25
6188,廣明,100.5,,,,,,,,,,,,,,2026-02-25
6190,萬泰科,51.1,,,,,,,,,,,,,,2026-02-25
6194,育富,32.7,,,,,,,,,,,,,,2026-02-25
6195,詩肯,25.15,,,,,,,,,,,,,,2026-02-25
6198,瑞築,24.25,,,,,,,,,,,,,,2026-02-25
6199,天品,97.9,,,,,,,,,,,,,,2026-02-25
6203,海韻電,68.7,,,,,,,,,,,,,,2026-02-25
6204,艾華,70.1,,,,,,,,,,,,,,2026-02-25
6207,雷科,55.2,,,,,,,,,,,,,,2026-02-25
6208,日揚,46.0,,,,,,,,,,,,,,2026-02-25
6210,慶生,21.0,,,,,,,,,,,,,,2026-02-25
6212,理銘,35.5,,,,,,,,,,,,,,2026-02-25
6217,中探針,93.7,,,,,,,,,,,,,,2026-02-25
6218,豪勉,25.1,,,,,,,,,,,,,,2026-02-25
6219,富旺,16.8,,,,,,,,,,,,,,2026-02-25
6220,岳豐,33.55,,,,,,,,,,,,,,2026-02-25
6221,晉泰,29.6,,,,,,,,,,,,,,2026-02-25
6222,立軒,19.4,,,,,,,,,,,,,,2026-02-25
6223,旺矽,2945.0,,,,,,,,,,,,,,2026-02-25
6227,茂綸,85.9,,,,,,,,,,,,,,2026-02-25
6228,全譜,24.55,,,,,,,,,,,,,,2026-02-25
6229,研通,23.0,,,,,,,,,,,,,,2026-02-25
6231,系微,194.5,,,,,,,,,,,,,,2026-02-25
6233,旺玖,27.25,,,,,,,,,,,,,,2026-02-25
6234,高僑,27.8,,,,,,,,,,,,,,2026-02-25
6236,中湛,21.6,,,,,,,,,,,,,,2026-02-25
6237,驊訊,39.85,,,,,,,,,,,,,,2026-02-25
6240,松崗,18.6,,,,,,,,,,,,,,2026-02-25
6241,易通展,12.35,,,,,,,,,,,,,,2026-02-25
6242,立康,38.2,,,,,,,,,,,,,,2026-02-25
6244,茂迪,33.0,,,,,,,,,,,,,,2026-02-25
6245,立端,61.7,,,,,,,,,,,,,,2026-02-25
6246,臺龍,12.95,,,,,,,,,,,,,,2026-02-25
6248,沛波,22.0,,,,,,,,,,,,,,2026-02-25
6259,百徽,17.55,,,,,,,,,,,,,,2026-02-25
6261,久元,75.2,,,,,,,,,,,,,,2026-02-25
6263,普萊德,121.0,,,,,,,,,,,,,,2026-02-25
6264,富裔,6.89,,,,,,,,,,,,,,2026-02-25
6265,方土昶,40.0,,,,,,,,,,,,,,2026-02-25
6266,泰詠,29.1,,,,,,,,,,,,,,2026-02-25
6270,倍微,26.3,,,,,,,,,,,,,,2026-02-25
6274,台燿,545.0,,,,,,,,,,,,,,2026-02-25
6275,元山,53.6,,,,,,,,,,,,,,2026-02-25
6276,安鈦克,36.1,,,,,,,,,,,,,,2026-02-25
6279,胡連,117.0,,,,,,,,,,,,,,2026-02-25
6284,佳邦,87.4,,,,,,,,,,,,,,2026-02-25
6290,良維,227.0,,,,,,,,,,,,,,2026-02-25
6291,沛亨,277.0,,,,,,,,,,,,,,2026-02-25
6292,迅德,41.1,,,,,,,,,,,,,,2026-02-25
6294,智基,43.3,,,,,,,,,,,,,,2026-02-25
6411,晶焱,88.4,,,,,,,,,,,,,,2026-02-25
6417,韋僑,109.0,,,,,,,,,,,,,,2026-02-25
6418,詠昇,33.95,,,,,,,,,,,,,,2026-02-25
6419,京晨科,75.5,,,,,,,,,,,,,,2026-02-25
6423,億而得,90.4,,,,,,,,,,,,,,2026-02-25
6425,易發,69.7,,,,,,,,,,,,,,2026-02-25
6432,今展科,33.65,,,,,,,,,,,,,,2026-02-25
6435,大中,146.0,,,,,,,,,,,,,,2026-02-25
6441,廣錠,22.7,,,,,,,,,,,,,,2026-02-25
6461,益得,23.9,,,,,,,,,,,,,,2026-02-25
6462,神盾,120.0,,,,,,,,,,,,,,2026-02-25
6465,威潤,33.5,,,,,,,,,,,,,,2026-02-25
6469,大樹,86.9,,,,,,,,,,,,,,2026-02-25
6470,宇智,53.7,,,,,,,,,,,,,,2026-02-25
6474,華豫寧,36.55,,,,,,,,,,,,,,2026-02-25
6482,弘煜科,33.85,,,,,,,,,,,,,,2026-02-25
6485,點序,89.9,,,,,,,,,,,,,,2026-02-25
6486,互動,84.7,,,,,,,,,,,,,,2026-02-25
6488,環球晶,455.0,,,,,,,,,,,,,,2026-02-25
6492,生華科,50.2,,,,,,,,,,,,,,2026-02-25
6494,九齊,48.1,,,,,,,,,,,,,,2026-02-25
6496,科懋,27.15,,,,,,,,,,,,,,2026-02-25
6498,久禾光,89.9,,,,,,,,,,,,,,2026-02-25
6499,益安,91.3,,,,,,,,,,,,,,2026-02-25
6506,雙邦,16.0,,,,,,,,,,,,,,2026-02-25
6508,惠光,23.6,,,,,,,,,,,,,,2026-02-25
6509,聚和,39.35,,,,,,,,,,,,,,2026-02-25
6510,精測,3750.0,,,,,,,,,,,,,,2026-02-25
6512,啟發電,20.45,,,,,,,,,,,,,,2026-02-25
6516,勤崴國際,64.9,,,,,,,,,,,,,,2026-02-25
6517,保勝光學,60.7,,,,,,,,,,,,,,2026-02-25
6523,達爾膚,117.5,,,,,,,,,,,,,,2026-02-25
6527,明達醫,75.4,,,,,,,,,,,,,,2026-02-25
6530,創威,73.7,,,,,,,,,,,,,,2026-02-25
6532,瑞耘,57.1,,,,,,,,,,,,,,2026-02-25
6535,順藥,173.0,,,,,,,,,,,,,,2026-02-25
6538,倉和,69.2,,,,,,,,,,,,,,2026-02-25
6542,隆中,53.1,,,,,,,,,,,,,,2026-02-25
6546,正基,77.0,,,,,,,,,,,,,,2026-02-25
6547,高端疫苗,35.5,,,,,,,,,,,,,,2026-02-25
6548,長科*,49.7,,,,,,,,,,,,,,2026-02-25
6556,勝品,68.6,,,,,,,,,,,,,,2026-02-25
6560,欣普羅,44.0,,,,,,,,,,,,,,2026-02-25
6561,是方,374.5,,,,,,,,,,,,,,2026-02-25
6568,宏觀,158.5,,,,,,,,,,,,,,2026-02-25
6569,醫揚,101.0,,,,,,,,,,,,,,2026-02-25
6570,維田,40.0,,,,,,,,,,,,,,2026-02-25
6574,霈方,76.9,,,,,,,,,,,,,,2026-02-25
6576,逸達,83.8,,,,,,,,,,,,,,2026-02-25
6577,勁豐,74.8,,,,,,,,,,,,,,2026-02-25
6578,達邦蛋白,18.95,,,,,,,,,,,,,,2026-02-25
6584,南俊國際,425.0,,,,,,,,,,,,,,2026-02-25
6588,東典光電,114.0,,,,,,,,,,,,,,2026-02-25
6590,普鴻,70.9,,,,,,,,,,,,,,2026-02-25
6593,台灣銘板,40.2,,,,,,,,,,,,,,2026-02-25
6596,寬宏藝術,144.5,,,,,,,,,,,,,,2026-02-25
6597,立誠,64.5,,,,,,,,,,,,,,2026-02-25
6603,富強鑫,24.8,,,,,,,,,,,,,,2026-02-25
6609,瀧澤科,39.55,,,,,,,,,,,,,,2026-02-25
6612,奈米醫材,67.3,,,,,,,,,,,,,,2026-02-25
6613,朋億*,204.5,,,,,,,,,,,,,,2026-02-25
6615,慧智,35.9,,,,,,,,,,,,,,2026-02-25
6616,特昇-KY,10.7,,,,,,,,,,,,,,2026-02-25
6617,共信-KY,80.4,,,,,,,,,,,,,,2026-02-25
6620,漢達,79.9,,,,,,,,,,,,,,2026-02-25
6624,萬年清,67.2,,,,,,,,,,,,,,2026-02-25
6629,泰金-KY,108.0,,,,,,,,,,,,,,2026-02-25
6637,醫影,74.3,,,,,,,,,,,,,,2026-02-25
6640,均華,806.0,,,,,,,,,,,,,,2026-02-25
6642,富致,57.5,,,,,,,,,,,,,,2026-02-25
6643,M31,452.0,,,,,,,,,,,,,,2026-02-25
6649,台生材,41.7,,,,,,,,,,,,,,2026-02-25
6651,全宇昕,100.5,,,,,,,,,,,,,,2026-02-25
6654,天正國際,95.6,,,,,,,,,,,,,,2026-02-25
6661,威健生技,18.75,,,,,,,,,,,,,,2026-02-25
6662,樂斯科,30.2,,,,,,,,,,,,,,2026-02-25
6664,群翊,303.5,,,,,,,,,,,,,,2026-02-25
6667,信紘科,270.0,,,,,,,,,,,,,,2026-02-25
6679,鈺太,227.5,,,,,,,,,,,,,,2026-02-25
6680,鑫創電子,66.4,,,,,,,,,,,,,,2026-02-25
6683,雍智科技,915.0,,,,,,,,,,,,,,2026-02-25
6684,安格,48.1,,,,,,,,,,,,,,2026-02-25
6690,安碁資訊,165.0,,,,,,,,,,,,,,2026-02-25
6692,進能服,31.3,,,,,,,,,,,,,,2026-02-25
6693,廣閎科,90.3,,,,,,,,,,,,,,2026-02-25
6697,東捷資訊,45.1,,,,,,,,,,,,,,2026-02-25
6703,軒郁,107.5,,,,,,,,,,,,,,2026-02-25
6712,長聖,154.0,,,,,,,,,,,,,,2026-02-25
6716,應廣,96.0,,,,,,,,,,,,,,2026-02-25
6720,久昌,173.5,,,,,,,,,,,,,,2026-02-25
6721,信實,62.0,,,,,,,,,,,,,,2026-02-25
6725,矽科宏晟,257.0,,,,,,,,,,,,,,2026-02-25
6727,亞泰金屬,209.0,,,,,,,,,,,,,,2026-02-25
6728,上洋,134.0,,,,,,,,,,,,,,2026-02-25
6730,常廣,37.2,,,,,,,,,,,,,,2026-02-25
6732,昇佳電子,174.5,,,,,,,,,,,,,,2026-02-25
6733,博晟生醫,36.85,,,,,,,,,,,,,,2026-02-25
6735,美達科技,63.0,,,,,,,,,,,,,,2026-02-25
6739,竹陞科技,1095.0,,,,,,,,,,,,,,2026-02-25
6741,91APP*-KY,62.8,,,,,,,,,,,,,,2026-02-25
6751,智聯服務,57.2,,,,,,,,,,,,,,2026-02-25
6752,叡揚,124.5,,,,,,,,,,,,,,2026-02-25
6761,穩得,158.5,,,,,,,,,,,,,,2026-02-25
6762,達亞,167.5,,,,,,,,,,,,,,2026-02-25
6763,綠界科技*,53.2,,,,,,,,,,,,,,2026-02-25
6767,台微醫,29.95,,,,,,,,,,,,,,2026-02-25
6785,昱展新藥,220.5,,,,,,,,,,,,,,2026-02-25
6788,華景電,353.0,,,,,,,,,,,,,,2026-02-25
6791,虎門科技,104.5,,,,,,,,,,,,,,2026-02-25
6803,崑鼎,299.5,,,,,,,,,,,,,,2026-02-25
6804,明係,16.7,,,,,,,,,,,,,,2026-02-25
6811,宏碁資訊,205.5,,,,,,,,,,,,,,2026-02-25
6821,聯寶,36.75,,,,,,,,,,,,,,2026-02-25
6823,濾能,61.7,,,,,,,,,,,,,,2026-02-25
6829,千附精密,111.0,,,,,,,,,,,,,,2026-02-25
6840,東研信超,67.3,,,,,,,,,,,,,,2026-02-25
6841,長佳智能,64.6,,,,,,,,,,,,,,2026-02-25
6843,進典,48.5,,,,,,,,,,,,,,2026-02-25
6844,諾貝兒,63.0,,,,,,,,,,,,,,2026-02-25
6846,綠茵,71.2,,,,,,,,,,,,,,2026-02-25
6855,數泓科,119.0,,,,,,,,,,,,,,2026-02-25
6856,鑫傳,54.7,,,,,,,,,,,,,,2026-02-25
6859,伯特光,115.5,,,,,,,,,,,,,,2026-02-25
6865,偉康科技,36.4,,,,,,,,,,,,,,2026-02-25
6870,騰雲,195.0,,,,,,,,,,,,,,2026-02-25
6872,浩宇生醫,19.35,,,,,,,,,,,,,,2026-02-25
6874,倍力,69.8,,,,,,,,,,,,,,2026-02-25
6875,國邑*,40.05,,,,,,,,,,,,,,2026-02-25
6877,鏵友益,96.0,,,,,,,,,,,,,,2026-02-25
6881,潤德,228.0,,,,,,,,,,,,,,2026-02-25
6884,海柏特,35.55,,,,,,,,,,,,,,2026-02-25
6894,衛司特,280.5,,,,,,,,,,,,,,2026-02-25
6895,宏碩系統,175.5,,,,,,,,,,,,,,2026-02-25
6899,創為精密,51.2,,,,,,,,,,,,,,2026-02-25
6903,巨漢,315.5,,,,,,,,,,,,,,2026-02-25
6904,伯鑫,124.0,,,,,,,,,,,,,,2026-02-25
6910,德鴻,34.6,,,,,,,,,,,,,,2026-02-25
6913,鴻呈,119.0,,,,,,,,,,,,,,2026-02-25
6922,宸曜,167.0,,,,,,,,,,,,,,2026-02-25
6925,意藍,74.9,,,,,,,,,,,,,,2026-02-25
6929,佑全,31.95,,,,,,,,,,,,,,2026-02-25
6953,家碩,235.5,,,,,,,,,,,,,,2026-02-25
6961,旅天下,56.8,,,,,,,,,,,,,,2026-02-25
6967,汎瑋材料,69.5,,,,,,,,,,,,,,2026-02-25
6968,萬達寵物,49.2,,,,,,,,,,,,,,2026-02-25
6971,惠民實業,30.05,,,,,,,,,,,,,,2026-02-25
6982,大井泵浦,58.4,,,,,,,,,,,,,,2026-02-25
6996,力領科技,167.5,,,,,,,,,,,,,,2026-02-25
6997,博弘,87.2,,,,,,,,,,,,,,2026-02-25
8024,佑華,12.95,,,,,,,,,,,,,,2026-02-25
8027,鈦昇,96.1,,,,,,,,,,,,,,2026-02-25
8032,光菱,37.7,,,,,,,,,,,,,,2026-02-25
8034,榮群,28.0,,,,,,,,,,,,,,2026-02-25
8038,長園科,45.05,,,,,,,,,,,,,,2026-02-25
8040,九暘,50.8,,,,,,,,,,,,,,2026-02-25
8042,金山電,61.3,,,,,,,,,,,,,,2026-02-25
8043,蜜望實,78.3,,,,,,,,,,,,,,2026-02-25
8044,網家,28.5,,,,,,,,,,,,,,2026-02-25
8047,星雲,44.9,,,,,,,,,,,,,,2026-02-25
8048,德勝,61.9,,,,,,,,,,,,,,2026-02-25
8049,晶采,26.8,,,,,,,,,,,,,,2026-02-25
8050,廣積,42.85,,,,,,,,,,,,,,2026-02-25
8054,安國,121.0,,,,,,,,,,,,,,2026-02-25
8059,凱碩,19.0,,,,,,,,,,,,,,2026-02-25
8064,東捷,48.85,,,,,,,,,,,,,,2026-02-25
8066,來思達,20.0,,,,,,,,,,,,,,2026-02-25
8067,志旭,14.6,,,,,,,,,,,,,,2026-02-25
8068,全達,23.85,,,,,,,,,,,,,,2026-02-25
8069,元太,187.0,,,,,,,,,,,,,,2026-02-25
8071,能率網通,17.15,,,,,,,,,,,,,,2026-02-25
8074,鉅橡,69.7,,,,,,,,,,,,,,2026-02-25
8076,伍豐,23.4,,,,,,,,,,,,,,2026-02-25
8077,洛碁,42.25,,,,,,,,,,,,,,2026-02-25
8080,泰霖,31.2,,,,,,,,,,,,,,2026-02-25
8083,瑞穎,178.0,,,,,,,,,,,,,,2026-02-25
8084,巨虹,54.7,,,,,,,,,,,,,,2026-02-25
8085,福華,18.6,,,,,,,,,,,,,,2026-02-25
8086,宏捷科,123.0,,,,,,,,,,,,,,2026-02-25
8087,麗升能源,34.3,,,,,,,,,,,,,,2026-02-25
8088,品安,53.1,,,,,,,,,,,,,,2026-02-25
8089,康全電訊,25.9,,,,,,,,,,,,,,2026-02-25
8091,翔名,145.0,,,,,,,,,,,,,,2026-02-25
8092,建暐,14.05,,,,,,,,,,,,,,2026-02-25
8093,保銳,18.5,,,,,,,,,,,,,,2026-02-25
8096,擎亞,71.4,,,,,,,,,,,,,,2026-02-25
8097,常珵,54.3,,,,,,,,,,,,,,2026-02-25
8099,大世科,63.8,,,,,,,,,,,,,,2026-02-25
8102,傑霖科技,52.3,,,,,,,,,,,,,,2026-02-25
8107,大億金茂,14.55,,,,,,,,,,,,,,2026-02-25
8109,博大,109.5,,,,,,,,,,,,,,2026-02-25
8111,立碁,70.1,,,,,,,,,,,,,,2026-02-25
8121,越峰,28.05,,,,,,,,,,,,,,2026-02-25
8147,正淩,138.0,,,,,,,,,,,,,,2026-02-25
8155,博智,216.0,,,,,,,,,,,,,,2026-02-25
8171,天宇,28.2,,,,,,,,,,,,,,2026-02-25
8176,智捷,10.95,,,,,,,,,,,,,,2026-02-25
8182,加高,28.0,,,,,,,,,,,,,,2026-02-25
8183,精星,40.65,,,,,,,,,,,,,,2026-02-25
8227,巨有科技,141.0,,,,,,,,,,,,,,2026-02-25
8234,新漢,70.5,,,,,,,,,,,,,,2026-02-25
8240,華宏,41.0,,,,,,,,,,,,,,2026-02-25
8255,朋程,131.5,,,,,,,,,,,,,,2026-02-25
8272,全景軟體,79.0,,,,,,,,,,,,,,2026-02-25
8277,商丞,9.13,,,,,,,,,,,,,,2026-02-25
8279,生展,120.0,,,,,,,,,,,,,,2026-02-25
8284,三竹,62.8,,,,,,,,,,,,,,2026-02-25
8289,泰藝,35.25,,,,,,,,,,,,,,2026-02-25
8291,尚茂,14.6,,,,,,,,,,,,,,2026-02-25
8299,群聯,1890.0,,,,,,,,,,,,,,2026-02-25
8342,益張,86.1,,,,,,,,,,,,,,2026-02-25
8349,恒耀,40.6,,,,,,,,,,,,,,2026-02-25
8354,冠好,15.4,,,,,,,,,,,,,,2026-02-25
8358,金居,290.0,,,,,,,,,,,,,,2026-02-25
8383,千附,41.9,,,,,,,,,,,,,,2026-02-25
8390,金益鼎,103.0,,,,,,,,,,,,,,2026-02-25
8401,白紗科,29.1,,,,,,,,,,,,,,2026-02-25
8403,盛弘,23.55,,,,,,,,,,,,,,2026-02-25
8409,商之器,20.95,,,,,,,,,,,,,,2026-02-25
8410,森田,37.65,,,,,,,,,,,,,,2026-02-25
8415,大國鋼,33.8,,,,,,,,,,,,,,2026-02-25
8416,實威,170.0,,,,,,,,,,,,,,2026-02-25
8421,旭源,13.35,,,,,,,,,,,,,,2026-02-25
8423,保綠-KY,19.2,,,,,,,,,,,,,,2026-02-25
8424,惠普,75.1,,,,,,,,,,,,,,2026-02-25
8426,紅木-KY,27.65,,,,,,,,,,,,,,2026-02-25
8431,匯鑽科,71.4,,,,,,,,,,,,,,2026-02-25
8432,東生華,55.0,,,,,,,,,,,,,,2026-02-25
8433,弘帆,54.4,,,,,,,,,,,,,,2026-02-25
8435,鉅邁,60.1,,,,,,,,,,,,,,2026-02-25
8436,大江,131.0,,,,,,,,,,,,,,2026-02-25
8437,大地-KY,15.3,,,,,,,,,,,,,,2026-02-25
8440,綠電,25.85,,,,,,,,,,,,,,2026-02-25
8444,綠河-KY,9.6,,,,,,,,,,,,,,2026-02-25
8446,華研,94.6,,,,,,,,,,,,,,2026-02-25
8450,霹靂,17.15,,,,,,,,,,,,,,2026-02-25
8455,大拓-KY,22.25,,,,,,,,,,,,,,2026-02-25
8472,夠麻吉,57.0,,,,,,,,,,,,,,2026-02-25
8489,三貝德,32.85,,,,,,,,,,,,,,2026-02-25
8905,裕國,39.6,,,,,,,,,,,,,,2026-02-25
8906,花王,34.0,,,,,,,,,,,,,,2026-02-25
8908,欣雄,41.15,,,,,,,,,,,,,,2026-02-25
8916,光隆,47.35,,,,,,,,,,,,,,2026-02-25
8917,欣泰,55.1,,,,,,,,,,,,,,2026-02-25
8921,沈氏,18.35,,,,,,,,,,,,,,2026-02-25
8924,大田,69.6,,,,,,,,,,,,,,2026-02-25
8928,鉅明,25.4,,,,,,,,,,,,,,2026-02-25
8929,富堡,16.6,,,,,,,,,,,,,,2026-02-25
8930,青鋼,31.3,,,,,,,,,,,,,,2026-02-25
8931,大汽電,46.2,,,,,,,,,,,,,,2026-02-25
8933,愛地雅,6.86,,,,,,,,,,,,,,2026-02-25
8935,邦泰,21.15,,,,,,,,,,,,,,2026-02-25
8936,國統,53.7,,,,,,,,,,,,,,2026-02-25
8937,合騏,147.0,,,,,,,,,,,,,,2026-02-25
8938,明安,68.8,,,,,,,,,,,,,,2026-02-25
8941,關中,46.6,,,,,,,,,,,,,,2026-02-25
8942,森鉅,37.25,,,,,,,,,,,,,,2026-02-25
