股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間
2498,宏達電,44.85,32.43,29.24,K>D,41.23,-0.86,-0.83,-0.03,DIF<MACD,47.98,45.85,43.72,26.4,8721,6057,1.44,370.92,6.58,6.82,,,2026-02-09 17:26:38
2501,國建,22.15,30.69,24.89,K>D,36.84,-0.26,-0.21,-0.05,DIF<MACD,23.49,22.56,21.63,28.1,1085,940,1.15,256.84,9.12,2.43,1.0,4.51,2026-02-09 17:26:39
2504,國產,35.2,24.91,20.33,K>D,20.69,-0.48,-0.36,-0.12,DIF<MACD,38.45,36.26,34.06,25.9,807,976,0.83,414.26,10.86,3.24,2.8,7.95,2026-02-09 17:26:40
2505,國揚,19.0,37.07,26.62,K>D,31.91,-0.22,-0.16,-0.05,DIF<MACD,20.45,19.36,18.27,33.6,349,318,1.1,72.2,11.31,1.68,0.4,2.11,2026-02-09 17:26:42
2506,太設,9.04,83.18,78.43,K>D,58.33,-0.05,-0.07,0.03,DIF>MACD,9.15,9.01,8.88,60.2,127,185,0.69,32.68,,,0.4,4.42,2026-02-09 17:26:43
2509,全坤建,14.55,19.75,20.32,K<D,27.27,-0.2,-0.16,-0.04,DIF<MACD,15.46,14.94,14.42,12.8,138,142,0.97,32.67,,,,,2026-02-09 17:26:45
2511,太子,8.24,17.6,27.68,K<D,35.82,-0.01,0.02,-0.03,DIF<MACD,8.59,8.42,8.26,-6.3,963,897,1.07,133.71,28.41,0.29,0.3,3.64,2026-02-09 17:26:46
2514,龍邦,14.5,11.47,20.29,K<D,37.5,-0.06,0.0,-0.06,DIF<MACD,15.37,14.93,14.5,-0.5,297,179,1.66,51.93,8.84,1.64,,,2026-02-09 17:26:47
2515,中工,14.95,52.87,38.4,黃金交叉,65.14,0.18,0.07,0.11,DIF>MACD,14.62,13.69,12.77,118.0,27627,10475,2.64,240.38,38.33,0.39,0.52,3.48,2026-02-09 17:26:48
2516,新建,14.7,52.55,41.45,黃金交叉,60.87,-0.06,-0.07,0.01,黃金交叉,14.83,14.58,14.32,74.1,347,270,1.28,33.26,15.64,0.94,,,2026-02-09 17:26:50
2520,冠德,31.85,56.32,49.11,K>D,39.13,-0.3,-0.34,0.04,DIF>MACD,33.93,32.34,30.75,34.5,1146,1600,0.72,189.71,9.15,3.48,3.1,9.73,2026-02-09 17:26:51
2524,京城,40.3,21.56,20.6,黃金交叉,36.11,-0.4,-0.25,-0.15,DIF<MACD,43.33,41.63,39.93,10.8,81,77,1.04,147.49,5.88,6.85,,,2026-02-09 17:26:52
2527,宏璟,29.15,33.48,24.6,黃金交叉,46.85,-0.2,-0.02,-0.17,DIF<MACD,31.54,29.52,27.51,40.7,708,370,1.91,76.3,7.09,4.11,2.0,6.86,2026-02-09 17:26:54
2528,皇普,27.2,20.06,16.8,K>D,18.07,-0.78,-0.64,-0.14,DIF<MACD,30.96,28.59,26.22,20.6,386,546,0.71,118.06,3.84,7.09,1.9,6.99,2026-02-09 17:26:55
2530,華建,25.4,14.68,12.97,K>D,7.69,-0.76,-0.56,-0.2,DIF<MACD,29.45,27.04,24.62,16.1,847,818,1.04,213.36,10.2,2.49,3.0,11.81,2026-02-09 17:26:56
2534,宏盛,19.8,53.64,56.44,K<D,43.75,-0.11,-0.11,-0.01,DIF<MACD,20.45,20.11,19.77,4.5,951,570,1.67,93.65,7.98,2.48,1.0,5.05,2026-02-09 17:26:57
2535,達欣工,69.8,53.87,42.6,K>D,54.69,1.1,1.28,-0.18,DIF<MACD,71.35,68.82,66.29,69.4,418,267,1.57,181.4,11.52,6.06,3.75,5.37,2026-02-09 17:26:58
2536,宏普,22.45,22.03,20.49,K>D,27.78,-0.76,-0.77,0.01,黃金交叉,24.68,23.23,21.78,23.2,133,148,0.89,74.72,14.21,1.58,0.5,2.23,2026-02-09 17:26:59
2537,聯上發,10.4,21.26,18.6,K>D,30.0,-0.23,-0.2,-0.03,DIF<MACD,11.69,10.79,9.89,28.5,715,758,0.94,31.26,18.91,0.55,,,2026-02-09 17:27:00
2538,基泰,10.55,14.79,16.3,K<D,33.33,-0.13,-0.12,-0.02,DIF<MACD,11.11,10.79,10.47,11.9,243,228,1.07,46.95,11.99,0.88,0.7,6.64,2026-02-09 17:27:01
2539,櫻花建,47.7,66.21,48.58,K>D,47.58,-0.15,-0.09,-0.06,DIF<MACD,49.42,47.95,46.48,41.5,572,640,0.89,569.11,10.74,4.44,0.5,1.05,2026-02-09 17:27:03
2540,愛山林,46.75,25.87,22.64,黃金交叉,28.76,-0.54,-0.35,-0.19,DIF<MACD,50.9,47.92,44.94,30.3,391,392,1.0,441.73,46.75,1.0,0.71,1.52,2026-02-09 17:27:04
2542,興富發,37.9,61.72,46.22,K>D,47.83,-0.28,-0.29,0.01,黃金交叉,39.52,38.11,36.71,42.4,2301,2123,1.08,801.17,15.34,2.47,2.0,5.28,2026-02-09 17:27:05
2543,皇昌,60.6,14.96,25.25,K<D,44.3,-0.22,0.3,-0.51,DIF<MACD,66.49,63.27,60.06,8.3,741,1154,0.64,320.3,18.14,3.34,1.0,1.65,2026-02-09 17:27:07
2545,皇翔,37.1,41.65,33.3,K>D,40.54,-0.43,-0.41,-0.03,DIF<MACD,38.97,37.6,36.23,31.8,179,239,0.75,140.88,9.79,3.79,4.5,12.13,2026-02-09 17:27:08
2546,根基,85.1,14.53,16.73,K<D,23.81,-0.72,-0.39,-0.33,DIF<MACD,91.02,87.67,84.32,11.7,108,74,1.45,111.08,8.97,9.49,3.2,3.76,2026-02-09 17:27:09
2547,日勝生,10.65,19.77,25.29,K<D,35.0,-0.04,-0.01,-0.03,DIF<MACD,11.14,10.87,10.6,9.9,1053,917,1.15,110.24,3.6,2.96,0.58,5.45,2026-02-09 17:27:10
2548,華固,106.0,25.79,25.84,K<D,47.62,-1.23,-0.96,-0.28,DIF<MACD,112.9,108.03,103.15,29.2,504,466,1.08,338.69,91.38,1.16,5.5,5.19,2026-02-09 17:27:12
2597,潤弘,168.0,29.52,21.44,K>D,30.77,-1.28,-0.35,-0.93,DIF<MACD,183.03,172.45,161.87,29.0,182,171,1.07,522.0,15.94,10.54,6.42,3.82,2026-02-09 17:27:13
2601,益航,5.4,11.9,17.12,K<D,40.0,-0.04,-0.01,-0.02,DIF<MACD,5.77,5.54,5.31,19.0,1000,1154,0.87,44.54,,,,,2026-02-09 17:27:14
2603,長榮,186.5,37.28,35.16,K>D,41.82,-0.63,-0.12,-0.52,DIF<MACD,195.78,189.38,182.97,27.6,4691,5360,0.88,4037.81,4.45,41.93,32.5,17.43,2026-02-09 17:27:16
2605,新興,28.7,23.93,28.55,K<D,48.57,0.37,0.57,-0.19,DIF<MACD,30.42,28.75,27.09,48.4,5710,8072,0.71,168.0,34.58,0.83,1.3,4.53,2026-02-09 17:27:17
2606,裕民,61.3,13.17,18.7,K<D,48.09,0.1,0.38,-0.28,DIF<MACD,64.92,62.11,59.3,35.6,1970,2895,0.68,518.02,15.96,3.84,3.2,5.22,2026-02-09 17:27:18
2607,榮運,56.0,25.33,23.36,K>D,25.53,-0.45,-0.28,-0.17,DIF<MACD,59.21,57.27,55.34,17.1,402,514,0.78,298.8,8.28,6.76,10.0,17.86,2026-02-09 17:27:19
2608,嘉里大榮,32.45,30.46,32.12,K<D,34.37,-0.2,-0.16,-0.03,DIF<MACD,33.4,32.85,32.3,13.7,96,106,0.91,151.54,15.53,2.09,1.65,5.08,2026-02-09 17:27:20
2609,陽明,52.2,16.34,18.49,K<D,27.69,-0.55,-0.23,-0.32,DIF<MACD,56.45,54.04,51.62,12.1,5849,7275,0.8,1822.88,6.68,7.81,7.5,14.37,2026-02-09 17:27:21
2610,華航,22.8,52.44,49.8,K>D,62.16,0.57,0.59,-0.03,DIF<MACD,23.45,22.13,20.81,75.5,25884,26008,1.0,1386.66,9.38,2.43,0.8,3.51,2026-02-09 17:27:23
2611,志信,14.55,13.75,18.74,K<D,36.96,-0.09,-0.02,-0.07,DIF<MACD,15.5,14.98,14.46,8.9,182,232,0.79,27.5,76.58,0.19,1.64,11.27,2026-02-09 17:27:24
2612,中航,61.4,24.42,31.14,K<D,48.73,0.25,0.41,-0.16,DIF<MACD,63.65,61.44,59.23,49.1,1060,1207,0.88,121.26,8.58,7.16,2.1,3.42,2026-02-09 17:27:26
2613,中櫃,24.05,18.8,23.42,K<D,45.78,0.06,0.11,-0.05,DIF<MACD,25.02,24.42,23.82,18.9,254,519,0.49,33.01,28.63,0.84,1.0,4.16,2026-02-09 17:27:27
2614,東森,20.65,31.72,24.04,K>D,32.53,-0.44,-0.4,-0.03,DIF<MACD,23.02,21.35,19.69,28.8,848,751,1.13,67.58,10.48,1.97,0.25,1.21,2026-02-09 17:27:28
2615,萬海,73.8,30.64,27.36,K>D,34.09,-1.21,-1.18,-0.02,DIF<MACD,79.11,75.54,71.96,25.7,2779,3614,0.77,2070.94,6.06,12.17,3.5,4.74,2026-02-09 17:27:29
2616,山隆,13.75,51.68,47.18,K>D,50.0,0.02,0.02,0.0,黃金交叉,13.96,13.69,13.42,61.2,46,50,0.92,18.69,,,0.3,2.18,2026-02-09 17:27:31
2617,台航,30.2,12.86,17.89,K<D,38.79,-0.12,0.03,-0.15,DIF<MACD,32.01,31.0,29.99,10.5,297,409,0.73,126.02,9.77,3.09,1.5,4.97,2026-02-09 17:27:32
2618,長榮航,38.8,71.31,57.0,K>D,57.14,0.5,0.52,-0.02,DIF<MACD,39.35,38.03,36.7,79.1,26147,26246,1.0,2095.37,8.13,4.77,2.4,6.19,2026-02-09 17:27:33
2630,亞航,48.35,14.34,13.71,黃金交叉,22.61,-1.13,-0.44,-0.69,DIF<MACD,58.32,52.59,46.86,13.0,827,870,0.95,101.26,47.87,1.01,0.62,1.28,2026-02-09 17:27:35
2633,台灣高鐵,27.15,23.92,31.28,K<D,51.43,-0.15,-0.16,0.01,DIF>MACD,27.54,27.2,26.85,43.4,3203,3657,0.88,1528.08,24.03,1.13,1.05,3.87,2026-02-09 17:27:36
2634,漢翔,51.9,18.06,18.68,K<D,28.68,-0.21,0.39,-0.6,DIF<MACD,58.64,54.83,51.02,11.6,3751,4749,0.79,488.83,65.7,0.79,1.38,2.66,2026-02-09 17:27:37
2636,台驊控股,64.4,27.65,29.47,K<D,29.23,-0.43,-0.22,-0.21,DIF<MACD,68.2,66.18,64.17,5.7,277,256,1.08,88.2,7.87,8.18,6.0,9.32,2026-02-09 17:27:38
2637,慧洋-KY,70.0,20.08,19.96,黃金交叉,46.99,0.13,0.52,-0.39,DIF<MACD,73.23,70.91,68.59,30.4,2357,2152,1.1,522.49,16.99,4.12,5.0,7.14,2026-02-09 17:27:39
2642,宅配通,24.65,8.39,15.5,K<D,33.33,-0.3,-0.22,-0.08,DIF<MACD,26.44,25.63,24.81,-10.1,170,87,1.95,23.53,34.24,,0.5,2.03,2026-02-09 17:27:41
2645,長榮航太,158.5,23.3,29.62,K<D,48.32,2.71,4.22,-1.51,DIF<MACD,179.93,162.6,145.27,38.2,1238,1885,0.66,593.7,30.13,5.26,4.5,2.84,2026-02-09 17:27:42
2646,星宇航空,22.9,30.89,25.73,K>D,31.03,-0.14,-0.11,-0.03,DIF<MACD,23.69,23.17,22.65,23.9,2905,3206,0.91,689.0,458.0,0.05,,,2026-02-09 17:27:43
2701,萬企,10.9,25.73,29.2,K<D,41.67,-0.03,-0.02,-0.01,DIF<MACD,11.08,10.98,10.87,13.1,48,80,0.61,49.05,21.8,0.5,0.28,2.57,2026-02-09 17:27:44
2702,華園,11.85,18.42,19.94,K<D,43.75,-0.01,-0.0,-0.0,DIF<MACD,12.01,11.84,11.68,51.5,18,61,0.3,18.56,,,,,2026-02-09 17:27:46
2704,國賓,42.65,16.63,26.06,K<D,46.77,-0.07,0.06,-0.13,DIF<MACD,44.68,43.44,42.19,18.4,62,101,0.61,156.49,115.27,0.37,0.5,1.17,2026-02-09 17:27:47
2705,六福,16.2,26.28,32.41,K<D,40.0,-0.07,-0.07,-0.01,DIF<MACD,16.67,16.39,16.1,16.8,307,262,1.17,30.99,135.0,0.12,,,2026-02-09 17:27:48
2706,第一店,12.85,48.5,46.18,K>D,50.0,-0.02,-0.03,0.0,DIF>MACD,12.95,12.86,12.76,47.4,183,157,1.16,64.25,22.16,0.58,0.35,2.72,2026-02-09 17:27:50
2707,晶華,190.0,64.42,48.28,K>D,50.0,-0.21,-0.33,0.12,DIF>MACD,190.99,189.05,187.11,74.4,110,116,0.95,242.07,17.19,11.05,14.36,7.56,2026-02-09 17:27:51
2712,遠雄來,17.3,35.98,33.31,K>D,35.0,-0.23,-0.23,0.0,DIF>MACD,18.17,17.62,17.07,21.0,15,29,0.54,18.16,,,,,2026-02-09 17:27:52
2722,夏都,25.1,28.62,31.23,K<D,48.72,-0.21,-0.31,0.1,DIF>MACD,26.0,25.21,24.43,42.7,25,103,0.25,35.94,,,0.15,0.6,2026-02-09 17:27:53
2723,美食-KY,75.8,54.65,56.44,K<D,46.85,1.29,1.48,-0.2,DIF<MACD,77.59,75.45,73.32,58.1,219,389,0.56,136.44,13.65,,3.0,3.96,2026-02-09 17:27:55
2727,王品,215.5,50.46,38.23,K>D,36.36,-0.57,-0.32,-0.24,DIF<MACD,222.4,217.07,211.75,35.2,157,208,0.75,178.56,14.54,14.82,14.59,6.77,2026-02-09 17:27:56
2731,雄獅,183.5,75.39,59.65,K>D,72.13,2.46,1.25,1.21,DIF>MACD,181.28,172.4,163.52,112.5,1591,1519,1.05,171.17,11.87,15.46,7.5,4.09,2026-02-09 17:27:57
2739,寒舍,34.0,30.2,31.52,K<D,49.04,-0.31,-0.35,0.04,DIF>MACD,35.16,34.3,33.43,32.9,54,184,0.3,31.12,19.88,1.71,1.0,2.94,2026-02-09 17:27:59
2748,雲品,40.3,40.9,35.68,K>D,42.96,-0.55,-0.54,-0.01,DIF<MACD,42.59,41.14,39.69,21.1,117,182,0.64,42.63,17.52,2.3,2.0,4.96,2026-02-09 17:28:00
2753,八方雲集,179.5,50.71,39.6,K>D,41.51,-2.43,-2.65,0.22,DIF>MACD,188.19,181.65,175.11,33.6,235,210,1.12,119.63,15.3,11.73,10.0,5.57,2026-02-09 17:28:01
2762,世界健身-KY,72.9,30.92,26.65,K>D,39.53,-0.98,-0.92,-0.06,DIF<MACD,77.26,74.32,71.39,25.7,17,50,0.35,79.62,26.41,2.76,7.78,10.67,2026-02-09 17:28:03
2801,彰銀,20.55,73.17,62.87,K>D,52.0,-0.0,-0.03,0.03,DIF>MACD,20.6,20.39,20.18,88.7,13498,12581,1.07,2417.92,13.61,1.51,0.5,2.43,2026-02-09 17:28:04
2812,台中銀,20.5,63.54,47.55,K>D,43.75,-0.16,-0.2,0.04,DIF>MACD,21.01,20.42,19.83,57.0,13510,9815,1.38,1234.43,14.14,1.45,0.39,1.9,2026-02-09 17:28:05
2816,旺旺保,28.35,17.18,18.12,K<D,28.57,-0.23,-0.15,-0.07,DIF<MACD,30.03,28.95,27.88,22.0,94,100,0.94,63.39,6.55,4.33,1.5,5.29,2026-02-09 17:28:06
2820,華票,16.4,71.84,58.93,K>D,52.94,-0.06,-0.08,0.02,DIF>MACD,16.49,16.35,16.2,67.9,765,850,0.9,220.25,13.02,1.26,0.78,4.76,2026-02-09 17:28:08
2832,台產,48.4,25.8,21.17,K>D,30.88,-0.53,-0.46,-0.06,DIF<MACD,50.5,49.22,47.95,17.7,84,154,0.55,85.9,10.52,4.6,7.14,14.75,2026-02-09 17:28:09
2834,臺企銀,15.45,38.84,28.08,K>D,31.82,-0.15,-0.14,-0.01,DIF<MACD,16.07,15.62,15.17,31.1,13581,11609,1.17,1501.44,12.46,1.24,0.2,1.29,2026-02-09 17:28:10
2836,高雄銀,12.15,70.09,56.88,K>D,53.33,-0.03,-0.04,0.01,DIF>MACD,12.21,12.09,11.97,75.9,934,874,1.07,223.55,19.6,0.62,0.3,2.47,2026-02-09 17:28:11
2838,聯邦銀,19.05,78.9,69.51,K>D,66.67,-0.07,-0.14,0.07,DIF>MACD,19.06,18.66,18.27,99.1,2505,1494,1.68,826.88,17.01,1.12,0.35,1.84,2026-02-09 17:28:12
2845,遠東銀,12.45,27.26,21.52,K>D,35.71,-0.1,-0.08,-0.02,DIF<MACD,12.87,12.58,12.29,27.7,3211,5471,0.59,605.73,14.48,0.86,0.5,4.02,2026-02-09 17:28:13
2849,安泰銀,13.25,20.46,24.63,K<D,48.57,-0.05,-0.03,-0.02,DIF<MACD,13.56,13.31,13.06,38.2,68,72,0.94,259.38,19.2,0.69,0.38,2.87,2026-02-09 17:28:15
2850,新產,113.0,42.99,36.34,K>D,28.57,-0.93,-0.83,-0.1,DIF<MACD,118.24,114.88,111.51,22.2,187,170,1.1,357.04,10.26,11.01,7.15,6.33,2026-02-09 17:28:16
2851,中再保,27.25,72.09,59.15,K>D,54.0,0.12,0.11,0.01,黃金交叉,27.45,26.99,26.53,78.4,984,1027,0.96,218.11,10.86,2.51,1.9,6.97,2026-02-09 17:28:18
2852,第一保,27.3,53.18,38.97,K>D,35.0,-0.15,-0.14,-0.01,DIF<MACD,28.26,27.52,26.78,34.9,217,212,1.03,82.22,9.58,2.85,2.1,7.69,2026-02-09 17:28:19
2855,統一證,29.0,19.51,29.55,K<D,59.4,0.82,0.98,-0.16,DIF<MACD,30.24,28.58,26.93,62.6,4726,5371,0.88,464.41,13.55,2.14,1.1,3.79,2026-02-09 17:28:20
2867,三商壽,7.96,75.23,68.13,K>D,56.16,0.04,0.04,-0.0,DIF<MACD,8.05,7.88,7.7,73.4,17332,12253,1.41,469.6,132.67,0.06,,,2026-02-09 17:28:21
2880,華南金,33.95,77.71,68.0,K>D,61.54,0.48,0.48,0.0,黃金交叉,34.09,33.17,32.25,92.3,9822,9044,1.09,4724.81,18.76,1.81,1.25,3.68,2026-02-09 17:28:22
2881,富邦金,93.8,66.0,47.97,K>D,49.02,-0.63,-0.76,0.13,DIF>MACD,95.46,93.08,90.7,65.1,13964,14432,0.97,13138.91,11.26,8.33,4.15,4.42,2026-02-09 17:28:24
2882,國泰金,77.2,65.46,51.96,K>D,52.88,0.51,0.65,-0.14,DIF<MACD,77.79,76.0,74.22,83.4,25312,17281,1.46,11324.63,14.43,5.35,3.5,4.53,2026-02-09 17:28:25
2883,凱基金,18.85,74.1,71.79,K>D,65.31,0.31,0.28,0.03,黃金交叉,18.71,18.05,17.39,110.7,115478,62120,1.86,3199.76,13.96,1.35,0.84,4.46,2026-02-09 17:28:26
2884,玉山金,33.7,80.11,79.07,K>D,60.71,0.26,0.24,0.02,DIF>MACD,34.3,33.3,32.29,70.2,29564,27807,1.06,5450.64,17.37,1.94,1.2,3.56,2026-02-09 17:28:27
2885,元大金,43.9,65.72,64.1,黃金交叉,70.0,0.83,0.84,-0.01,DIF<MACD,43.68,42.16,40.63,107.3,28939,18106,1.6,5852.38,16.5,2.66,1.5,3.42,2026-02-09 17:28:28
2886,兆豐金,39.8,71.41,50.81,K>D,45.45,-0.24,-0.28,0.05,DIF>MACD,40.97,39.75,38.52,52.1,15341,14396,1.07,5923.58,17.46,2.28,1.6,4.02,2026-02-09 17:28:29
2887,台新新光金,23.8,78.14,69.29,K>D,60.71,0.65,0.63,0.03,黃金交叉,23.97,22.54,21.11,94.2,98895,61658,1.6,5918.17,15.66,1.52,0.9,3.78,2026-02-09 17:28:31
2889,國票金,16.65,48.69,44.67,黃金交叉,60.61,-0.0,0.01,-0.01,DIF<MACD,17.05,16.61,16.16,54.8,4842,3834,1.26,604.99,28.22,0.59,0.3,1.8,2026-02-09 17:28:32
2890,永豐金,30.0,83.52,68.92,K>D,64.52,0.23,0.18,0.05,DIF>MACD,29.78,29.08,28.39,116.0,38283,24889,1.54,4347.7,16.3,1.84,0.91,3.03,2026-02-09 17:28:33
2891,中信金,52.0,65.59,58.35,K>D,59.62,0.71,0.76,-0.05,DIF<MACD,52.27,50.92,49.57,90.0,23168,22901,1.01,10232.46,13.9,3.74,2.3,4.42,2026-02-09 17:28:35
2892,第一金,29.0,59.9,47.79,K>D,37.84,-0.07,-0.04,-0.03,DIF<MACD,29.84,29.21,28.58,33.4,18548,14403,1.29,4170.05,15.93,1.82,0.95,3.28,2026-02-09 17:28:36
2897,王道銀行,9.35,83.94,76.9,K>D,89.66,0.03,0.01,0.02,DIF>MACD,9.28,9.16,9.03,128.2,2958,3291,0.9,260.16,14.17,0.66,0.5,5.35,2026-02-09 17:28:37
2901,欣欣,24.3,28.25,31.86,K<D,45.59,-0.07,-0.05,-0.01,DIF<MACD,25.03,24.64,24.24,7.5,71,31,2.27,17.75,71.47,0.34,0.37,1.52,2026-02-09 17:28:38
2903,遠百,23.4,82.57,71.32,K>D,82.22,0.2,0.02,0.18,DIF>MACD,23.23,22.26,21.28,108.6,4048,4129,0.98,329.64,14.1,1.66,1.35,5.77,2026-02-09 17:28:39
2904,匯僑,17.1,34.81,31.02,黃金交叉,52.94,-0.01,-0.01,0.0,黃金交叉,17.19,17.08,16.96,59.8,34,29,1.14,13.31,11.96,1.43,1.0,5.85,2026-02-09 17:28:40
2905,三商,15.35,45.5,37.2,K>D,42.86,-0.15,-0.14,-0.01,DIF<MACD,16.05,15.52,14.99,34.2,691,630,1.1,161.68,40.39,0.38,0.3,1.95,2026-02-09 17:28:42
2906,高林,12.35,41.53,47.19,K<D,42.31,-0.09,-0.1,0.0,DIF>MACD,12.71,12.49,12.27,17.7,68,169,0.41,25.83,32.5,0.38,0.6,4.86,2026-02-09 17:28:43
2908,特力,20.35,74.78,64.54,K>D,50.0,-0.01,-0.01,0.01,DIF>MACD,20.4,20.26,20.13,81.9,74,64,1.15,103.76,156.54,0.13,0.9,4.42,2026-02-09 17:28:44
2910,統領,21.1,53.26,58.9,K<D,57.14,0.04,0.02,0.02,DIF>MACD,21.19,20.93,20.67,82.4,1,5,0.19,37.01,17.58,1.2,0.95,4.5,2026-02-09 17:28:45
2911,麗嬰房,5.1,45.14,51.33,K<D,50.0,0.04,0.06,-0.02,DIF<MACD,5.26,5.11,4.96,45.5,51,31,1.61,5.36,,,,,2026-02-09 17:28:46
2912,統一超,220.5,78.91,68.15,K>D,53.95,-1.12,-2.48,1.36,DIF>MACD,226.11,216.62,207.14,70.4,1999,2400,0.83,2292.37,20.59,10.71,9.0,4.08,2026-02-09 17:28:48
2913,農林,12.9,24.86,23.1,黃金交叉,44.19,-0.15,-0.13,-0.02,DIF<MACD,13.66,13.15,12.65,24.9,818,1194,0.69,101.91,,,,,2026-02-09 17:28:49
2915,潤泰全,51.7,58.99,38.76,K>D,46.67,-0.65,-0.78,0.13,DIF>MACD,53.38,51.59,49.81,52.9,1646,1470,1.12,552.01,6.03,8.58,2.5,4.84,2026-02-09 17:28:50
2923,鼎固-KY,19.9,46.01,49.59,K<D,48.41,-0.09,-0.09,-0.0,DIF<MACD,21.47,20.14,18.81,40.9,26,20,1.31,346.32,33.17,,0.24,1.21,2026-02-09 17:28:51
2929,淘帝-KY,7.63,22.77,26.94,K<D,44.88,-0.04,-0.03,-0.01,DIF<MACD,8.03,7.79,7.54,18.2,211,203,1.04,8.35,54.5,0.14,,,2026-02-09 17:28:52
2939,永邑-KY,24.1,74.51,55.12,K>D,63.1,-0.11,-0.49,0.38,DIF>MACD,24.51,22.15,19.79,91.3,31,131,0.24,10.98,,,,,2026-02-09 17:28:54
2945,三商家購,41.95,35.93,41.49,K<D,63.52,1.02,0.96,0.06,DIF>MACD,44.52,40.48,36.45,68.1,35,27,1.28,28.32,21.08,1.99,1.5,3.58,2026-02-09 17:28:55
3002,歐格,21.2,23.78,19.01,黃金交叉,30.53,-1.03,-0.95,-0.07,DIF<MACD,24.78,22.51,20.23,21.2,594,508,1.17,21.48,49.3,0.43,0.7,3.3,2026-02-09 17:28:56
3003,健和興,47.45,36.86,36.32,黃金交叉,41.62,-0.12,0.07,-0.18,DIF<MACD,50.63,48.44,46.24,27.5,208,191,1.09,73.86,32.72,1.45,2.0,4.21,2026-02-09 17:28:57
3004,豐達科,108.5,30.38,32.14,K<D,39.71,-0.02,1.16,-1.18,DIF<MACD,120.98,113.72,106.47,14.0,294,310,0.95,69.41,17.76,6.11,2.95,2.72,2026-02-09 17:28:58
3005,神基,111.5,30.09,24.56,K>D,32.43,-1.71,-1.59,-0.12,DIF<MACD,119.48,114.6,109.72,18.3,1957,2565,0.76,692.24,13.99,7.97,5.99,5.37,2026-02-09 17:28:59
3006,晶豪科,162.0,39.47,54.25,K<D,53.57,12.29,14.54,-2.25,DIF<MACD,189.07,159.97,130.88,53.5,20082,34108,0.59,441.74,1246.15,,1.0,0.62,2026-02-09 17:29:01
3008,大立光,2290.0,20.21,22.52,K<D,27.42,-11.84,11.66,-23.5,DIF<MACD,2506.29,2402.75,2299.21,-4.4,517,477,1.08,2995.28,13.35,171.49,85.5,3.73,2026-02-09 17:29:02
3010,華立,120.5,35.59,41.47,K<D,57.81,1.93,2.41,-0.48,DIF<MACD,126.52,118.72,110.93,61.4,1131,1397,0.81,312.62,14.66,8.22,5.3,4.4,2026-02-09 17:29:03
3011,今皓,12.9,10.15,13.88,K<D,36.19,-0.31,-0.15,-0.15,DIF<MACD,15.32,13.98,12.63,9.9,392,492,0.8,16.14,,,,,2026-02-09 17:29:04
3013,晟銘電,110.0,31.76,24.32,K>D,32.79,-4.54,-4.03,-0.51,DIF<MACD,127.28,116.62,105.97,18.9,2230,2005,1.11,225.65,28.35,3.88,0.6,0.55,2026-02-09 17:29:06
3014,聯陽,120.5,43.28,40.09,黃金交叉,54.76,0.44,0.62,-0.19,DIF<MACD,123.27,118.7,114.13,69.7,1496,954,1.57,200.05,12.72,9.47,9.0,7.47,2026-02-09 17:29:07
3015,全漢,52.1,22.8,18.5,黃金交叉,35.04,-0.57,-0.32,-0.25,DIF<MACD,57.31,53.49,49.67,31.8,481,311,1.55,97.56,30.12,1.73,3.0,5.76,2026-02-09 17:29:08
3016,嘉晶,57.5,13.56,19.93,K<D,38.73,0.22,1.79,-1.56,DIF<MACD,74.04,62.87,51.7,26.0,1701,3046,0.56,165.91,5750.0,0.01,0.5,0.87,2026-02-09 17:29:09
3017,奇鋐,1600.0,72.64,78.52,K<D,76.52,57.04,31.93,25.11,DIF>MACD,1694.67,1446.25,1197.83,80.9,5648,8275,0.68,6251.4,42.87,37.32,9.93,0.62,2026-02-09 17:29:11
3018,隆銘綠能,11.9,72.23,64.58,K>D,49.02,0.05,0.03,0.02,DIF>MACD,12.34,11.84,11.35,55.8,40,13,2.96,8.97,1.33,,,,2026-02-09 17:29:12
3019,亞光,146.0,17.19,32.23,K<D,51.8,2.3,3.3,-1.0,DIF<MACD,164.28,148.65,133.02,41.5,9535,17263,0.55,407.7,21.5,6.79,4.0,2.74,2026-02-09 17:29:13
3021,鴻名,17.45,32.01,30.02,K>D,32.81,-0.13,-0.0,-0.12,DIF<MACD,19.27,18.21,17.15,14.1,85,138,0.61,16.56,44.74,0.39,0.3,1.72,2026-02-09 17:29:15
3022,威強電,60.5,12.74,16.56,K<D,17.12,-0.94,-0.42,-0.52,DIF<MACD,69.93,65.74,61.54,-12.4,1652,632,2.61,106.84,11.14,5.43,4.5,7.44,2026-02-09 17:29:16
3023,信邦,235.0,82.8,85.58,K<D,78.85,10.17,7.04,3.12,DIF>MACD,254.09,213.25,172.41,76.6,1452,2307,0.63,564.16,18.1,12.98,10.25,4.36,2026-02-09 17:29:18
3024,憶聲,10.25,22.14,20.81,K>D,21.43,-0.24,-0.15,-0.09,DIF<MACD,11.77,10.87,9.98,15.2,569,736,0.77,28.41,12.97,0.79,0.4,3.9,2026-02-09 17:29:19
