股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間,交易日
2501,國建,22.47,13.62,13.93,K<D,25.09,-0.27,-0.14,-0.14,DIF<MACD,24.31,22.92,21.53,23.39,1061,1472,0.57,255.1,9.05,1.0,4.55,2026-02-03 23:31:30,
2504,國產,35.0,16.96,14.35,黃金交叉,10.11,-0.45,-0.2,-0.25,DIF<MACD,38.83,36.7,34.56,17.99,1015,1356,0.91,413.67,10.85,2.8,7.97,2026-02-03 23:31:31,
2505,國揚,18.98,7.55,7.75,黃金交叉,21.13,-0.22,-0.06,-0.16,DIF<MACD,20.5,19.5,18.49,2.41,205,369,0.6,71.06,11.13,0.4,2.14,2026-02-03 23:31:32,
2506,太設,9.17,78.1,50.23,K>D,38.91,-0.08,-0.1,0.02,DIF>MACD,9.17,9.02,8.87,60.78,235,245,1.14,32.65,,0.4,4.43,2026-02-03 23:31:33,
2509,全坤建,14.35,22.44,25.92,K<D,20.71,-0.16,-0.1,-0.06,DIF<MACD,15.67,15.11,14.56,15.82,66,191,0.53,33.01,,,,2026-02-03 23:31:34,
2511,太子,8.57,39.47,43.23,K<D,32.67,0.02,0.04,-0.01,DIF<MACD,8.59,8.46,8.34,15.54,727,1014,0.85,135.82,28.86,0.3,3.58,2026-02-03 23:31:36,
2514,龍邦,14.75,30.35,41.56,K<D,40.65,0.01,0.05,-0.03,DIF<MACD,15.33,14.95,14.57,21.06,79,242,0.1,52.82,8.99,,,2026-02-03 23:31:37,
2515,中工,13.82,29.86,32.92,K<D,45.06,0.07,0.03,0.04,DIF>MACD,14.29,13.5,12.72,60.59,4526,12194,0.1,217.87,34.74,0.52,3.84,2026-02-03 23:31:38,
2516,新建,14.34,36.76,41.16,K<D,45.22,-0.07,-0.07,0.0,DIF>MACD,14.84,14.56,14.29,43.11,163,306,0.49,32.81,15.43,,,2026-02-03 23:31:39,
2520,冠德,32.55,33.97,28.53,K>D,39.8,-0.48,-0.36,-0.12,DIF<MACD,34.14,32.47,30.8,22.25,1645,2066,1.19,189.41,9.14,3.1,9.75,2026-02-03 23:31:40,
2524,京城,40.43,14.03,23.92,K<D,32.83,-0.25,-0.11,-0.14,DIF<MACD,43.19,41.78,40.36,10.06,102,97,1.11,148.96,5.94,,,2026-02-03 23:31:41,
2527,宏璟,27.71,16.04,23.98,K<D,39.44,-0.06,0.21,-0.27,DIF<MACD,31.88,29.8,27.71,27.83,267,269,1.32,74.73,6.95,2.0,7.01,2026-02-03 23:31:42,
2528,皇普,27.91,12.85,16.78,K<D,17.03,-0.74,-0.48,-0.26,DIF<MACD,31.41,29.19,26.96,0.0,430,846,1.0,118.27,3.84,1.9,6.97,2026-02-03 23:31:44,
2530,華建,24.83,12.42,11.65,K<D,2.3,-0.62,-0.33,-0.29,DIF<MACD,30.37,27.85,25.33,11.73,960,960,0.66,213.78,10.22,3.0,11.79,2026-02-03 23:31:45,
2534,宏盛,19.63,47.96,42.8,K<D,27.2,-0.13,-0.11,-0.03,DIF<MACD,20.56,20.18,19.81,9.18,988,650,1.71,93.89,8.0,1.0,5.04,2026-02-03 23:31:46,
2535,達欣工,70.45,32.15,39.65,K<D,54.91,1.29,1.47,-0.19,DIF<MACD,72.2,67.91,63.61,60.73,219,287,0.93,178.29,11.32,3.75,5.47,2026-02-03 23:31:47,
2536,宏普,23.21,15.67,9.37,黃金交叉,21.31,-0.84,-0.75,-0.08,DIF<MACD,25.85,23.8,21.74,16.31,237,507,0.95,75.21,14.3,0.5,2.21,2026-02-03 23:31:49,
2537,聯上發,10.5,12.59,8.81,K<D,7.24,-0.24,-0.16,-0.08,DIF<MACD,12.18,11.05,9.93,18.28,604,1044,1.07,31.41,19.0,,,2026-02-03 23:31:50,
2538,基泰,10.73,15.72,22.82,K<D,19.4,-0.11,-0.09,-0.02,DIF<MACD,11.21,10.89,10.58,20.54,167,221,0.95,47.4,12.1,0.7,6.57,2026-02-03 23:31:51,
2539,櫻花建,46.46,20.56,19.11,K<D,29.8,-0.2,0.03,-0.23,DIF<MACD,49.46,48.01,46.56,0.0,979,808,0.95,555.99,10.5,0.5,1.07,2026-02-03 23:31:52,
2540,愛山林,45.82,10.48,25.68,K<D,46.66,-0.46,-0.12,-0.34,DIF<MACD,50.94,47.9,44.85,30.91,459,535,1.16,438.42,46.4,0.71,1.53,2026-02-03 23:31:54,
2542,興富發,37.07,16.58,9.98,K>D,24.75,-0.41,-0.26,-0.15,DIF<MACD,40.21,38.42,36.63,20.66,1702,3632,0.1,791.65,15.16,2.0,5.34,2026-02-03 23:31:55,
2543,皇昌,63.25,42.88,53.05,K<D,45.5,0.51,0.54,-0.02,DIF<MACD,66.11,63.58,61.04,23.59,2088,1818,1.43,330.87,18.74,1.0,1.6,2026-02-03 23:31:56,
2545,皇翔,37.2,15.73,22.28,K<D,22.72,-0.49,-0.35,-0.14,DIF<MACD,39.79,38.02,36.25,1.51,371,374,1.4,139.17,9.67,4.5,12.28,2026-02-03 23:31:57,
2546,根基,87.4,15.74,17.7,K<D,28.38,-0.43,-0.04,-0.39,DIF<MACD,90.92,88.19,85.45,9.09,45,81,0.45,112.12,9.05,3.2,3.73,2026-02-03 23:31:58,
2547,日勝生,10.89,21.76,38.54,K<D,34.68,-0.01,0.02,-0.04,DIF<MACD,11.13,10.88,10.64,22.32,959,1321,0.86,110.76,3.61,0.58,5.42,2026-02-03 23:31:59,
2548,華固,103.4,18.25,19.63,K<D,28.74,-1.23,-0.64,-0.59,DIF<MACD,116.82,109.75,102.68,20.88,427,563,0.69,338.69,90.6,5.5,5.19,2026-02-03 23:32:00,
2597,潤弘,167.94,13.81,14.89,K<D,18.33,-0.6,0.73,-1.33,DIF<MACD,184.23,174.45,164.67,14.14,153,310,0.43,522.0,15.94,6.42,3.82,2026-02-03 23:32:01,
2601,益航,5.23,14.56,26.51,K<D,32.74,-0.01,0.01,-0.02,DIF<MACD,5.76,5.56,5.37,0.0,1310,1924,0.49,44.29,,,,2026-02-03 23:32:03,
2603,長榮,185.55,18.81,29.16,K<D,31.37,-0.59,0.44,-1.04,DIF<MACD,197.98,190.8,183.62,10.01,7805,9347,1.09,4005.33,4.41,32.5,17.57,2026-02-03 23:32:04,
2605,新興,28.55,25.55,47.47,K<D,57.26,0.62,0.73,-0.11,DIF<MACD,30.56,28.59,26.61,50.41,14381,28032,0.95,167.7,34.52,1.3,4.54,2026-02-03 23:32:05,
2606,裕民,63.03,20.18,37.23,K<D,55.91,0.43,0.6,-0.16,DIF<MACD,64.88,62.15,59.41,47.6,3457,15298,0.67,520.55,16.04,3.2,5.19,2026-02-03 23:32:06,
2607,榮運,55.7,17.73,18.22,K<D,32.85,-0.33,-0.12,-0.21,DIF<MACD,59.15,57.57,56.0,6.51,505,695,0.4,299.87,8.31,10.0,17.79,2026-02-03 23:32:07,
2608,嘉里大榮,31.75,26.23,21.05,K<D,21.73,-0.18,-0.13,-0.05,DIF<MACD,33.39,32.95,32.51,0.0,96,214,0.82,151.77,15.55,1.65,5.08,2026-02-03 23:32:09,
2609,陽明,51.28,14.94,22.81,K<D,28.23,-0.3,0.09,-0.39,DIF<MACD,57.43,54.85,52.26,0.0,6999,10904,0.88,1829.86,6.71,7.5,14.31,2026-02-03 23:32:10,
2610,華航,22.65,36.6,50.2,K<D,64.05,0.57,0.61,-0.04,DIF<MACD,23.35,21.7,20.06,77.75,34330,34812,0.74,1356.25,9.18,0.8,3.59,2026-02-03 23:32:11,
2611,志信,14.6,18.47,28.71,K<D,34.22,-0.01,0.05,-0.06,DIF<MACD,15.44,15.03,14.62,0.0,444,623,0.28,27.41,76.32,1.64,11.31,2026-02-03 23:32:13,
2612,中航,60.61,37.96,43.19,K<D,49.04,0.52,0.45,0.07,DIF>MACD,63.5,61.43,59.35,57.67,1369,3746,0.14,122.64,8.67,2.1,3.38,2026-02-03 23:32:14,
2613,中櫃,23.5,18.92,30.25,K<D,39.86,0.09,0.11,-0.02,DIF<MACD,24.93,24.36,23.8,29.96,316,763,0.82,33.08,28.69,1.0,4.15,2026-02-03 23:32:15,
2614,東森,20.54,0.94,12.73,K<D,22.81,-0.5,-0.31,-0.19,DIF<MACD,23.49,21.7,19.91,12.81,588,797,0.87,66.43,10.3,0.25,1.23,2026-02-03 23:32:16,
2615,萬海,71.71,8.68,9.5,K<D,18.32,-1.43,-1.14,-0.29,DIF<MACD,81.18,76.58,71.99,15.8,3593,6430,0.78,2065.32,6.05,3.5,4.76,2026-02-03 23:32:17,
2616,山隆,13.76,32.6,55.98,K<D,47.91,0.01,0.02,-0.01,DIF<MACD,14.0,13.62,13.25,31.84,52,69,0.51,18.35,,0.3,2.22,2026-02-03 23:32:18,
2617,台航,30.98,19.98,31.84,K<D,43.85,0.06,0.14,-0.08,DIF<MACD,31.92,31.16,30.41,18.4,394,1208,0.55,127.69,9.9,1.5,4.9,2026-02-03 23:32:20,
2618,長榮航,37.09,33.69,41.12,K<D,55.07,0.45,0.56,-0.11,DIF<MACD,39.22,37.65,36.09,56.51,32563,26565,0.76,2054.87,7.98,2.4,6.31,2026-02-03 23:32:21,
2630,亞航,47.88,9.11,13.14,K<D,31.42,-0.55,0.24,-0.79,DIF<MACD,57.8,53.42,49.03,7.21,958,2027,0.35,102.83,48.61,0.62,1.26,2026-02-03 23:32:22,
2633,台灣高鐵,27.89,44.15,45.07,K<D,41.35,-0.14,-0.15,0.01,DIF>MACD,27.96,27.35,26.73,32.97,4502,5797,0.91,1525.27,23.98,1.05,3.87,2026-02-03 23:32:23,
2634,漢翔,52.9,19.09,28.25,K<D,41.26,0.38,0.9,-0.52,DIF<MACD,58.43,55.06,51.69,22.28,4725,8184,0.23,502.02,67.47,1.38,2.59,2026-02-03 23:32:24,
2636,台驊控股,64.5,26.97,27.63,K<D,37.99,-0.31,-0.05,-0.26,DIF<MACD,68.31,66.57,64.83,4.16,257,421,0.93,89.02,7.95,6.0,9.23,2026-02-03 23:32:25,
2637,慧洋-KY,71.01,16.3,24.78,K<D,37.82,0.52,0.89,-0.37,DIF<MACD,73.13,71.04,68.95,13.03,2040,4677,0.18,520.25,17.08,5.0,7.17,2026-02-03 23:32:27,
2642,宅配通,25.93,25.45,32.64,K<D,36.71,-0.19,-0.19,-0.0,DIF<MACD,26.23,25.76,25.3,0.04,81,94,1.01,24.11,35.07,0.5,1.98,2026-02-03 23:32:28,
2645,長榮航太,164.15,20.39,37.8,K<D,55.55,4.17,5.27,-1.1,DIF<MACD,181.31,159.68,138.04,49.86,1653,3691,0.36,597.44,30.27,4.5,2.82,2026-02-03 23:32:29,
2646,星宇航空,23.15,10.01,20.56,K<D,30.0,-0.14,-0.07,-0.07,DIF<MACD,23.71,23.25,22.79,0.0,3686,4587,0.9,685.99,456.0,,,2026-02-03 23:32:30,
2701,萬企,10.82,16.48,33.03,K<D,46.67,-0.02,-0.02,-0.0,DIF<MACD,11.08,10.99,10.9,3.82,36,57,0.25,49.05,21.8,0.28,2.57,2026-02-03 23:32:31,
2702,華園,11.41,14.87,26.48,K<D,44.36,-0.02,0.01,-0.02,DIF<MACD,12.01,11.85,11.68,15.71,19,35,0.1,18.32,,,,2026-02-03 23:32:32,
2704,國賓,43.61,31.43,44.47,K<D,41.59,0.06,0.14,-0.08,DIF<MACD,44.74,43.34,41.94,33.01,88,141,1.03,157.41,115.95,0.5,1.17,2026-02-03 23:32:34,
2705,六福,16.26,32.59,40.77,K<D,33.28,-0.08,-0.06,-0.02,DIF<MACD,16.71,16.44,16.16,16.31,104,157,0.43,30.99,135.0,,,2026-02-03 23:32:35,
2706,第一店,12.74,44.16,31.51,K>D,36.71,-0.03,-0.03,-0.0,DIF<MACD,12.95,12.86,12.76,16.7,55,90,0.93,64.0,22.07,0.35,2.73,2026-02-03 23:32:36,
2707,晶華,192.07,20.94,34.08,K<D,37.41,-0.49,-0.25,-0.24,DIF<MACD,191.36,189.22,187.09,0.79,65,133,0.99,238.88,16.97,14.36,7.66,2026-02-03 23:32:37,
2712,遠雄來,16.75,21.26,22.79,K<D,19.62,-0.26,-0.23,-0.03,DIF<MACD,18.28,17.73,17.18,0.0,8,14,0.28,18.01,,,,2026-02-03 23:32:38,
2722,夏都,24.79,31.77,39.17,K<D,37.53,-0.35,-0.42,0.07,DIF>MACD,25.88,25.16,24.44,23.37,26,40,0.42,35.51,,0.15,0.6,2026-02-03 23:32:39,
2723,美食-KY,73.87,52.34,60.09,K<D,60.72,1.48,1.61,-0.13,DIF<MACD,78.66,74.51,70.37,63.49,505,355,1.58,136.98,13.7,3.0,3.94,2026-02-03 23:32:40,
2727,王品,213.1,18.61,23.95,K<D,29.72,-0.69,0.14,-0.83,DIF<MACD,222.35,217.3,212.25,2.4,199,309,1.11,176.9,14.41,14.59,6.83,2026-02-03 23:32:41,
2731,雄獅,163.53,32.28,44.33,K<D,43.0,0.49,1.04,-0.55,DIF<MACD,175.04,170.45,165.86,31.6,363,521,1.12,156.71,10.87,7.5,4.46,2026-02-03 23:32:43,
2739,寒舍,33.22,26.37,28.5,黃金交叉,38.65,-0.42,-0.4,-0.02,DIF<MACD,35.53,34.49,33.44,33.78,73,87,0.84,31.12,19.88,1.0,2.94,2026-02-03 23:32:44,
2748,雲品,39.03,15.05,15.23,K<D,28.44,-0.63,-0.51,-0.13,DIF<MACD,43.07,41.5,39.93,5.55,94,140,0.97,42.26,17.37,2.0,5.01,2026-02-03 23:32:45,
2753,八方雲集,180.1,20.39,16.11,黃金交叉,29.54,-3.24,-2.58,-0.66,DIF<MACD,193.94,183.88,173.81,16.66,150,262,0.21,118.96,15.23,10.0,5.6,2026-02-03 23:32:46,
2762,世界健身-KY,73.27,13.4,15.14,K<D,19.53,-1.0,-0.81,-0.18,DIF<MACD,77.74,74.94,72.14,0.0,92,44,2.57,78.86,26.16,7.78,10.78,2026-02-03 23:32:47,
2801,彰銀,20.55,45.47,42.41,黃金交叉,54.08,-0.04,-0.05,0.0,黃金交叉,20.6,20.39,20.18,56.25,13651,16986,1.26,2406.16,13.54,0.5,2.44,2026-02-03 23:32:49,
2812,台中銀,20.55,17.87,9.63,K>D,9.38,-0.26,-0.21,-0.05,DIF<MACD,21.15,20.5,19.84,16.58,7336,14143,0.18,1204.33,13.79,0.39,1.95,2026-02-03 23:32:50,
2816,旺旺保,28.14,18.23,15.84,K<D,22.54,-0.17,-0.06,-0.1,DIF<MACD,29.99,29.07,28.16,19.18,135,132,0.82,63.39,6.55,1.5,5.29,2026-02-03 23:32:51,
2820,華票,16.09,33.28,27.26,K>D,35.07,-0.1,-0.1,-0.0,DIF<MACD,16.5,16.35,16.2,31.11,1458,1385,0.65,218.9,12.94,0.78,4.79,2026-02-03 23:32:52,
2832,台產,49.52,17.66,17.41,K<D,25.68,-0.45,-0.36,-0.09,DIF<MACD,50.58,49.54,48.51,0.0,128,189,0.45,85.99,10.53,7.14,14.74,2026-02-03 23:32:53,
2834,臺企銀,15.1,10.47,14.86,黃金交叉,20.54,-0.16,-0.1,-0.06,DIF<MACD,16.27,15.75,15.23,11.55,8533,20067,0.75,1491.72,12.38,0.2,1.3,2026-02-03 23:32:54,
2836,高雄銀,12.38,33.79,32.65,黃金交叉,39.04,-0.05,-0.04,-0.01,DIF<MACD,12.24,12.1,11.96,29.28,803,1370,0.47,221.71,19.44,0.3,2.49,2026-02-03 23:32:56,
2838,聯邦銀,18.01,60.15,43.94,K>D,35.5,-0.17,-0.19,0.01,DIF>MACD,19.11,18.68,18.25,32.1,818,1205,0.27,805.17,16.56,0.35,1.89,2026-02-03 23:32:57,
2845,遠東銀,12.65,4.89,13.29,K<D,11.34,-0.1,-0.05,-0.04,DIF<MACD,12.96,12.66,12.35,0.0,6023,11544,0.36,598.43,14.3,0.5,4.07,2026-02-03 23:32:58,
2849,安泰銀,12.79,28.83,38.32,K<D,37.5,-0.03,-0.01,-0.02,DIF<MACD,13.58,13.35,13.12,10.37,39,73,1.02,257.43,19.06,0.38,2.89,2026-02-03 23:32:59,
2850,新產,115.65,24.25,16.59,黃金交叉,22.51,-1.03,-0.66,-0.37,DIF<MACD,118.57,115.38,112.18,5.01,150,386,0.52,357.04,10.26,7.15,6.33,2026-02-03 23:33:00,
2851,中再保,26.69,31.63,36.79,K>D,37.43,0.07,0.14,-0.07,DIF<MACD,27.41,26.89,26.37,17.61,776,990,0.7,213.3,10.62,1.9,7.13,2026-02-03 23:33:01,
2852,第一保,27.85,16.61,12.53,K<D,30.06,-0.19,-0.11,-0.09,DIF<MACD,28.32,27.61,26.9,20.69,240,422,0.24,81.46,9.49,2.1,7.76,2026-02-03 23:33:03,
2855,統一證,27.87,37.89,61.1,K<D,56.77,1.07,1.11,-0.04,DIF<MACD,30.61,28.07,25.53,55.15,3524,8382,0.91,458.0,13.36,1.1,3.85,2026-02-03 23:33:04,
2867,三商壽,7.9,54.61,53.43,K<D,62.53,0.03,0.05,-0.02,DIF<MACD,8.02,7.85,7.68,47.48,10626,11706,1.23,464.29,131.17,,,2026-02-03 23:33:05,
2880,華南金,34.03,50.02,59.18,K<D,57.25,0.45,0.52,-0.07,DIF<MACD,34.12,32.79,31.45,55.5,8162,12198,0.45,4606.52,18.29,1.25,3.78,2026-02-03 23:33:06,
2881,富邦金,91.93,24.9,17.03,黃金交叉,40.31,-1.05,-0.74,-0.31,DIF<MACD,96.99,93.64,90.29,13.38,13776,18224,0.33,12858.76,11.01,4.15,4.52,2026-02-03 23:33:07,
2882,國泰金,75.28,30.54,30.28,K<D,46.25,0.47,0.92,-0.45,DIF<MACD,77.66,75.95,74.24,11.34,14064,19538,0.28,10957.9,13.96,3.5,4.69,2026-02-03 23:33:09,
2883,凱基金,18.46,62.17,61.56,黃金交叉,69.4,0.26,0.27,-0.01,DIF<MACD,18.41,17.86,17.3,91.35,52515,41751,0.88,3097.91,13.52,0.84,4.6,2026-02-03 23:33:10,
2884,玉山金,33.31,68.08,69.71,K<D,67.74,0.21,0.23,-0.02,DIF<MACD,34.0,33.1,32.2,63.62,27924,30712,0.99,5402.12,17.22,1.2,3.59,2026-02-03 23:33:11,
2885,元大金,42.32,64.68,67.8,K<D,59.57,0.82,0.9,-0.08,DIF<MACD,43.33,41.7,40.07,58.08,19124,25208,1.19,5599.08,15.79,1.5,3.57,2026-02-03 23:33:13,
2886,兆豐金,39.1,19.87,17.95,K>D,19.89,-0.4,-0.27,-0.13,DIF<MACD,41.23,39.91,38.6,15.01,11337,24535,0.46,5789.63,17.06,1.6,4.11,2026-02-03 23:33:14,
2887,台新新光金,23.3,54.55,58.96,K<D,69.92,0.6,0.63,-0.03,DIF<MACD,23.72,22.04,20.36,71.28,46627,56404,1.17,5657.08,14.97,0.9,3.96,2026-02-03 23:33:15,
2889,國票金,15.9,47.23,54.5,K<D,33.87,0.0,0.04,-0.04,DIF<MACD,17.12,16.66,16.19,24.13,4449,3875,1.1,594.09,27.71,0.3,1.83,2026-02-03 23:33:16,
2890,永豐金,28.42,37.22,40.36,黃金交叉,48.29,0.09,0.19,-0.09,DIF<MACD,29.45,28.98,28.51,38.32,22813,21849,1.25,4173.79,15.65,0.91,3.16,2026-02-03 23:33:17,
2891,中信金,52.48,45.74,52.42,K<D,59.71,0.74,0.86,-0.12,DIF<MACD,51.99,50.51,49.04,60.1,19090,29298,0.88,10055.36,13.66,2.3,4.5,2026-02-03 23:33:19,
2892,第一金,29.63,29.57,24.56,K>D,42.29,-0.09,0.01,-0.1,DIF<MACD,30.01,29.32,28.63,28.56,10972,19692,0.23,4162.86,15.82,0.95,3.28,2026-02-03 23:33:20,
2897,王道銀行,9.13,68.14,62.36,K>D,60.25,0.0,0.0,0.0,DIF>MACD,9.16,9.14,9.11,76.71,2272,3422,0.52,254.59,13.86,0.5,5.46,2026-02-03 23:33:21,
2901,欣欣,24.93,33.33,34.97,K<D,53.45,-0.06,-0.05,-0.0,DIF<MACD,25.07,24.68,24.28,68.88,40,26,1.66,18.08,72.79,0.37,1.49,2026-02-03 23:33:22,
2903,遠百,21.95,53.4,41.42,黃金交叉,58.21,-0.07,-0.12,0.05,DIF>MACD,22.4,22.08,21.76,76.46,2103,1835,0.72,313.44,13.4,1.35,6.07,2026-02-03 23:33:23,
2904,匯僑,16.73,23.5,33.31,K<D,45.51,-0.01,-0.01,-0.0,DIF<MACD,17.19,17.07,16.96,48.84,34,21,1.47,13.27,11.92,1.0,5.87,2026-02-03 23:33:24,
2905,三商,15.17,23.84,27.08,K<D,33.6,-0.17,-0.12,-0.05,DIF<MACD,16.14,15.6,15.07,17.39,495,815,0.64,160.1,40.0,0.3,1.97,2026-02-03 23:33:26,
2906,高林,12.24,35.97,41.49,K<D,37.94,-0.1,-0.11,0.01,DIF>MACD,12.69,12.51,12.33,1.57,81,95,1.36,25.83,32.5,0.6,4.86,2026-02-03 23:33:27,
2908,特力,20.35,51.12,66.36,K<D,57.24,-0.02,-0.01,-0.0,DIF<MACD,20.39,20.24,20.1,53.37,66,64,1.0,103.25,155.77,0.9,4.44,2026-02-03 23:33:28,
2910,統領,20.57,79.79,72.71,K>D,64.33,0.04,0.0,0.04,DIF>MACD,21.15,20.88,20.62,100.0,4,3,1.54,37.01,17.58,0.95,4.5,2026-02-03 23:33:29,
2911,麗嬰房,5.35,59.99,48.87,K>D,53.21,0.07,0.08,-0.01,DIF<MACD,5.32,5.12,4.93,76.75,41,38,1.01,5.47,,,,2026-02-03 23:33:30,
2912,統一超,220.76,51.68,33.69,K>D,38.42,-3.28,-3.37,0.1,黃金交叉,226.27,216.88,207.48,29.35,1749,3233,0.84,2229.99,20.03,9.0,4.2,2026-02-03 23:33:31,
2913,農林,12.9,12.05,28.5,K<D,35.11,-0.15,-0.1,-0.04,DIF<MACD,13.68,13.23,12.78,0.53,1602,1764,1.01,100.73,,,,2026-02-03 23:33:32,
2915,潤泰全,50.31,8.19,12.82,K<D,15.96,-0.96,-0.83,-0.13,DIF<MACD,53.92,51.85,49.79,6.91,1444,2327,1.01,536.0,5.85,2.5,4.98,2026-02-03 23:33:34,
2923,鼎固-KY,19.72,48.53,55.61,K<D,48.74,-0.1,-0.09,-0.01,DIF<MACD,21.44,20.12,18.8,33.74,21,31,0.6,347.19,33.25,0.24,1.2,2026-02-03 23:33:35,
2929,淘帝-KY,7.82,26.74,41.38,K<D,52.33,-0.03,-0.02,-0.0,DIF<MACD,8.03,7.79,7.54,26.17,176,223,0.89,8.41,54.86,,,2026-02-03 23:33:36,
2939,永邑-KY,20.37,7.42,20.12,K<D,25.36,-0.88,-0.71,-0.18,DIF<MACD,24.94,22.24,19.54,5.9,27,19,1.51,9.18,,,,2026-02-03 23:33:37,
2945,三商家購,40.76,50.84,58.22,K<D,67.28,1.08,0.86,0.23,DIF>MACD,43.95,39.62,35.29,79.28,19,86,0.15,28.08,20.9,1.5,3.61,2026-02-03 23:33:38,
3002,歐格,22.08,18.47,11.01,黃金交叉,29.22,-0.99,-0.85,-0.15,DIF<MACD,24.99,23.02,21.05,9.45,577,600,0.6,21.84,50.12,0.7,3.25,2026-02-03 23:33:40,
3003,健和興,47.91,21.11,33.16,K<D,40.24,-0.03,0.25,-0.27,DIF<MACD,50.92,48.16,45.41,35.45,170,297,0.16,73.16,32.41,2.0,4.26,2026-02-03 23:33:41,
3004,豐達科,116.05,27.41,33.71,黃金交叉,48.86,1.12,2.17,-1.05,DIF<MACD,120.29,114.3,108.31,29.21,421,478,0.4,72.28,18.46,2.95,2.61,2026-02-03 23:33:42,
3005,神基,113.52,10.67,19.76,K<D,32.6,-1.71,-1.41,-0.3,DIF<MACD,119.52,115.35,111.18,5.96,3170,3300,1.33,695.35,14.07,5.99,5.35,2026-02-03 23:33:43,
3006,晶豪科,169.65,73.1,68.07,K<D,59.46,16.61,15.53,1.08,DIF>MACD,186.24,155.5,124.76,65.92,76258,59689,1.02,459.47,1296.15,1.0,0.59,2026-02-03 23:33:45,
3008,大立光,2338.47,24.33,28.67,K<D,36.75,13.19,34.46,-21.28,DIF<MACD,2535.63,2440.75,2345.87,0.0,605,749,0.52,3073.76,13.69,85.5,3.64,2026-02-03 23:33:46,
3010,華立,124.65,52.05,68.17,K<D,59.56,3.13,2.71,0.41,DIF>MACD,127.29,116.85,106.41,63.66,1675,2148,1.02,315.22,14.78,5.3,4.36,2026-02-03 23:33:47,
3011,今皓,13.44,8.25,19.14,K<D,38.92,-0.19,0.0,-0.19,DIF<MACD,15.24,14.17,13.11,0.0,456,1227,0.19,16.46,,,,2026-02-03 23:33:48,
3013,晟銘電,108.46,15.7,14.89,黃金交叉,20.76,-4.11,-3.22,-0.89,DIF<MACD,128.91,119.42,109.94,9.31,1666,2474,0.68,228.73,28.74,0.6,0.54,2026-02-03 23:33:49,
3014,聯陽,114.65,35.37,45.01,K<D,56.09,0.75,0.79,-0.04,DIF<MACD,123.07,118.2,113.33,43.73,577,910,0.29,195.9,12.46,9.0,7.63,2026-02-03 23:33:50,
3015,全漢,51.22,11.34,15.39,K<D,39.33,-0.41,-0.05,-0.37,DIF<MACD,57.38,53.44,49.5,25.05,290,408,1.17,96.63,29.83,3.0,5.81,2026-02-03 23:33:51,
3016,嘉晶,59.69,29.53,40.89,K<D,47.96,2.17,3.27,-1.1,DIF<MACD,73.86,63.04,52.23,26.94,7235,6123,1.53,169.09,5860.0,0.5,0.85,2026-02-03 23:33:53,
3017,奇鋐,1682.8,85.83,77.83,K>D,65.38,29.44,2.61,26.83,DIF>MACD,1562.22,1394.25,1226.28,100.0,14925,8370,2.14,6388.15,43.72,9.93,0.61,2026-02-03 23:33:54,
3018,隆銘綠能,11.26,50.23,61.04,K<D,52.6,0.01,0.03,-0.02,DIF<MACD,12.29,11.72,11.16,38.11,8,7,1.01,8.67,1.28,,,2026-02-03 23:33:55,
3019,亞光,159.4,51.32,62.87,K<D,68.19,4.55,3.49,1.06,DIF>MACD,163.62,147.45,131.28,84.06,16419,29395,0.82,442.6,23.34,4.0,2.52,2026-02-03 23:33:56,
3021,鴻名,17.18,14.65,19.16,K<D,14.88,-0.05,0.12,-0.17,DIF<MACD,19.22,18.28,17.35,0.0,175,134,0.95,16.42,44.36,0.3,1.73,2026-02-03 23:33:57,
3022,威強電,65.8,15.41,20.85,K<D,20.86,-0.41,-0.02,-0.39,DIF<MACD,69.41,66.2,62.98,7.94,307,716,0.1,113.02,11.79,4.5,7.03,2026-02-03 23:33:58,
3023,信邦,234.72,88.27,82.94,K>D,71.4,7.75,3.11,4.64,DIF>MACD,239.46,204.3,169.14,95.57,2356,4632,0.1,552.16,17.72,10.25,4.46,2026-02-03 23:33:59,
3024,憶聲,10.41,17.62,13.32,K<D,26.24,-0.18,-0.05,-0.13,DIF<MACD,11.85,11.07,10.29,0.0,636,744,0.95,28.27,12.91,0.4,3.92,2026-02-03 23:34:00,
3025,星通,67.87,27.99,38.3,K<D,35.8,1.7,2.9,-1.2,DIF<MACD,77.29,72.11,66.94,6.15,947,2559,0.33,38.58,32.85,3.3,4.85,2026-02-03 23:34:02,
3026,禾伸堂,102.97,22.53,33.54,K<D,38.78,0.0,0.57,-0.57,DIF<MACD,110.33,106.1,101.87,15.16,853,1205,0.73,171.7,17.08,5.5,5.31,2026-02-03 23:34:03,
3027,盛達,23.97,13.76,24.61,K<D,42.49,0.2,0.56,-0.36,DIF<MACD,28.33,25.71,23.1,19.41,293,499,0.1,27.92,56.51,0.37,1.52,2026-02-03 23:34:04,
3028,增你強,54.12,85.85,67.97,K>D,87.58,2.62,1.35,1.27,DIF>MACD,50.37,42.33,34.29,100.0,6029,10398,0.5,131.91,19.37,2.1,3.78,2026-02-03 23:34:05,
